,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-15,JK,3251,4,390,72989,29025,24075,861,11909.0,24.0,2007.0,432494.0,230749.0,240977.0,Anantnag,228,1,0,,4960,273,5,443.0,2.0,37.0,,34480.0,2439.0,1070144,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,17206,210,16563,,843912,776038,0,2022-01-15 23:56:35.211843,13203000,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,355874,4561,338453,20221622,10192459,9569634,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-15,JK,3251,4,390,72989,29025,24075,861,11909.0,24.0,2007.0,432494.0,230749.0,240977.0,Bandipora,117,0,0,,832,693,15,335.0,0.0,33.0,,3987.0,5190.0,385099,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,10543,111,10096,,312637,314689,0,2022-01-15 23:56:35.211844,13203000,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,355874,4561,338453,20221622,10192459,9569634,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-15,JK,3251,4,390,72989,29025,24075,861,11909.0,24.0,2007.0,432494.0,230749.0,240977.0,Baramulla,471,0,13,,3493,2024,87,1689.0,1.0,90.0,,22740.0,14995.0,1015503,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,27849,292,25752,,817757,777078,0,2022-01-15 23:56:35.211837,13203000,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,355874,4561,338453,20221622,10192459,9569634,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-15,JK,3251,4,390,72989,29025,24075,861,11909.0,24.0,2007.0,432494.0,230749.0,240977.0,Budgam,416,1,41,,2012,52,49,984.0,3.0,170.0,,13478.0,233.0,735753,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,25623,221,24469,,624060,604223,0,2022-01-15 23:56:35.211839,13203000,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,355874,4561,338453,20221622,10192459,9569634,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-15,JK,3251,4,390,72989,29025,24075,861,11909.0,24.0,2007.0,432494.0,230749.0,240977.0,Doda,24,0,2,,626,173,44,104.0,1.0,42.0,,4238.0,1066.0,409576,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,8213,138,7942,,332672,312524,0,2022-01-15 23:56:35.211857,13203000,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,355874,4561,338453,20221622,10192459,9569634,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-15,JK,3251,4,390,72989,29025,24075,861,11909.0,24.0,2007.0,432494.0,230749.0,240977.0,Ganderbal,21,0,5,,707,237,54,72.0,0.0,55.0,,13050.0,635.0,297003,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,11126,82,10950,,251938,230040,0,2022-01-15 23:56:35.211845,13203000,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,355874,4561,338453,20221622,10192459,9569634,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-15,JK,3251,4,390,72989,29025,24075,861,11909.0,24.0,2007.0,432494.0,230749.0,240977.0,Jammu,685,1,118,,2051,6685,159,2971.0,7.0,468.0,,24869.0,94606.0,1526406,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,58013,1167,53382,,1290622,1169576,0,2022-01-15 23:56:35.211852,13203000,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,355874,4561,338453,20221622,10192459,9569634,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-15,JK,3251,4,390,72989,29025,24075,861,11909.0,24.0,2007.0,432494.0,230749.0,240977.0,Kathua,59,1,25,,639,1309,12,373.0,2.0,79.0,,8823.0,16769.0,615711,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,9844,155,9318,,527653,483926,0,2022-01-15 23:56:35.211858,13203000,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,355874,4561,338453,20221622,10192459,9569634,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-15,JK,3251,4,390,72989,29025,24075,861,11909.0,24.0,2007.0,432494.0,230749.0,240977.0,Kishtwar,29,0,16,,413,1453,2,107.0,0.0,34.0,,2117.0,6699.0,230696,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,4977,44,4843,,172655,145935,0,2022-01-15 23:56:35.211860,13203000,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,355874,4561,338453,20221622,10192459,9569634,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-15,JK,3251,4,390,72989,29025,24075,861,11909.0,24.0,2007.0,432494.0,230749.0,240977.0,Kulgam,37,0,4,,1279,1827,10,264.0,0.0,35.0,,7334.0,21661.0,422786,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,11848,118,11465,,418531,424373,0,2022-01-15 23:56:35.211849,13203000,2022-01-15 17:00:00+05:30,https://twitter.com/diprjk,,355874,4561,338453,20221622,10192459,9569634,0,0.0,0,0,0,0
