,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-15,TN,23989,11,10988,143536,78619,51177,6107,128557.0,124.0,37686.0,1028511.0,723362.0,725670.0,Ariyalur,73,0,10,,1559,1220,5,269.0,0.0,47.0,,7985.0,9635.0,752481,,,,17252,265,16735,,631169,431159,0,2022-01-15T23:56:15.219702+05:30,75695000,,,,2915948,36967,2747974,59407735,53351596,36394664,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-15,TN,23989,11,10988,143536,78619,51177,6107,128557.0,124.0,37686.0,1028511.0,723362.0,725670.0,Chengalpattu,2866,0,1329,,3495,2130,629,14219.0,4.0,4159.0,,38933.0,26754.0,2556244,,,,194350,2559,177074,,1655435,1120394,0,2022-01-15T23:56:15.219702+05:30,75695000,,,,2915948,36967,2747974,59407735,53351596,36394664,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-15,TN,23989,11,10988,143536,78619,51177,6107,128557.0,124.0,37686.0,1028511.0,723362.0,725670.0,Chennai,8805,6,5091,,8628,8195,2487,52240.0,50.0,17874.0,,111429.0,86447.0,7100000,,,,634793,8721,571387,,5720424,4231090,0,2022-01-15T23:56:15.219702+05:30,75695000,,,,2915948,36967,2747974,59407735,53351596,36394664,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-15,TN,23989,11,10988,143536,78619,51177,6107,128557.0,124.0,37686.0,1028511.0,723362.0,725670.0,Coimbatore,1735,1,582,,2105,4909,560,7550.0,5.0,2095.0,,30860.0,34285.0,3472578,,,,262884,2529,252875,,3031442,2126938,0,2022-01-15T23:56:15.219702+05:30,75695000,,,,2915948,36967,2747974,59407735,53351596,36394664,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-15,TN,23989,11,10988,143536,78619,51177,6107,128557.0,124.0,37686.0,1028511.0,723362.0,725670.0,Cuddalore,354,0,51,,5547,2534,43,1487.0,1.0,197.0,,32530.0,36278.0,2600880,,,,66233,877,63916,,2234973,1588791,0,2022-01-15T23:56:15.219702+05:30,75695000,,,,2915948,36967,2747974,59407735,53351596,36394664,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-15,TN,23989,11,10988,143536,78619,51177,6107,128557.0,124.0,37686.0,1028511.0,723362.0,725670.0,Dharmapuri,168,0,36,,1279,379,29,715.0,0.0,175.0,,13865.0,10368.0,1502900,,,,29833,281,28894,,932413,578646,0,2022-01-15T23:56:15.219702+05:30,75695000,,,,2915948,36967,2747974,59407735,53351596,36394664,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-15,TN,23989,11,10988,143536,78619,51177,6107,128557.0,124.0,37686.0,1028511.0,723362.0,725670.0,Dindigul,92,0,23,,787,986,17,493.0,1.0,129.0,,9543.0,20941.0,2161367,,,,33911,653,32822,,1729564,1226924,0,2022-01-15T23:56:15.219702+05:30,75695000,,,,2915948,36967,2747974,59407735,53351596,36394664,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-15,TN,23989,11,10988,143536,78619,51177,6107,128557.0,124.0,37686.0,1028511.0,723362.0,725670.0,Erode,541,0,139,,1062,1570,225,2115.0,3.0,633.0,,12209.0,14837.0,2259608,,,,110329,714,107645,,1686108,1182939,0,2022-01-15T23:56:15.219702+05:30,75695000,,,,2915948,36967,2747974,59407735,53351596,36394664,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-15,TN,23989,11,10988,143536,78619,51177,6107,128557.0,124.0,37686.0,1028511.0,723362.0,725670.0,Kallakurichi,124,0,39,,2003,539,17,705.0,0.0,165.0,,15136.0,25447.0,1370281,,,,32497,210,31574,,1011822,806510,0,2022-01-15T23:56:15.219702+05:30,75695000,,,,2915948,36967,2747974,59407735,53351596,36394664,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-15,TN,23989,11,10988,143536,78619,51177,6107,128557.0,124.0,37686.0,1028511.0,723362.0,725670.0,Kancheepuram,779,0,318,,1873,1158,183,4137.0,5.0,1134.0,,16961.0,17794.0,1166401,,,,81379,1275,76052,,811950,524866,0,2022-01-15T23:56:15.219702+05:30,75695000,,,,2915948,36967,2747974,59407735,53351596,36394664,0,0.0,0,0,0,0
