,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-15,GJ,9177,7,5404,74611,87963,68377,3619,60161.0,23.0,23475.0,671395.0,607749.0,517247.0,Ahmedabad,2666,2,2481,13902,3092,6993,1767,20833.0,3.0,10715.0,103869.0,73693.0,103434.0,7208200,2022-01-15 23:55:45.121411,,,272455,3415,248170,5945359,6584332,5155387,0,2022-01-15 23:55:45.120564,67936000,2022-01-15 23:55:45.121753,,,915928,10148,846216,35747927,50145352,44018598,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-15,GJ,9177,7,5404,74611,87963,68377,3619,60161.0,23.0,23475.0,671395.0,607749.0,517247.0,Amreli,15,0,8,640,1229,1185,19,205.0,0.0,103.0,13605.0,10785.0,8428.0,1513614,2022-01-15 23:55:45.121411,,,11111,103,10840,691795,1047130,976402,0,2022-01-15 23:55:45.120564,67936000,2022-01-15 23:55:45.121753,,,915928,10148,846216,35747927,50145352,44018598,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-15,GJ,9177,7,5404,74611,87963,68377,3619,60161.0,23.0,23475.0,671395.0,607749.0,517247.0,Anand,78,0,94,1247,232,2290,113,584.0,0.0,541.0,12906.0,10777.0,11066.0,2090276,2022-01-15 23:55:45.121411,,,10963,51,10301,666814,1626461,1497311,0,2022-01-15 23:55:45.120564,67936000,2022-01-15 23:55:45.121753,,,915928,10148,846216,35747927,50145352,44018598,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-15,GJ,9177,7,5404,74611,87963,68377,3619,60161.0,23.0,23475.0,671395.0,607749.0,517247.0,Aravalli,2,0,18,261,626,278,3,64.0,0.0,53.0,8834.0,4115.0,1857.0,1051746,2022-01-15 23:55:45.121411,,,5297,79,5164,419621,778216,731252,0,2022-01-15 23:55:45.120564,67936000,2022-01-15 23:55:45.121753,,,915928,10148,846216,35747927,50145352,44018598,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-15,GJ,9177,7,5404,74611,87963,68377,3619,60161.0,23.0,23475.0,671395.0,607749.0,517247.0,Banaskantha,81,0,8,3837,1860,2580,9,298.0,0.0,66.0,33294.0,30125.0,24835.0,3116045,2022-01-15 23:55:45.121411,,,14003,162,13556,1032935,2355937,2215968,0,2022-01-15 23:55:45.120564,67936000,2022-01-15 23:55:45.121753,,,915928,10148,846216,35747927,50145352,44018598,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-15,GJ,9177,7,5404,74611,87963,68377,3619,60161.0,23.0,23475.0,671395.0,607749.0,517247.0,Bharuch,63,0,244,839,2509,6200,36,944.0,0.0,526.0,9236.0,11675.0,18847.0,1550822,2022-01-15 23:55:45.121411,,,12654,118,11891,603166,1381790,1224198,0,2022-01-15 23:55:45.120564,67936000,2022-01-15 23:55:45.121753,,,915928,10148,846216,35747927,50145352,44018598,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-15,GJ,9177,7,5404,74611,87963,68377,3619,60161.0,23.0,23475.0,671395.0,607749.0,517247.0,Bhavnagar,295,0,76,1777,4045,3167,31,1311.0,1.0,234.0,23515.0,22629.0,27241.0,2877961,2022-01-15 23:55:45.121411,,,23110,304,21444,1364528,1928791,1877587,0,2022-01-15 23:55:45.120564,67936000,2022-01-15 23:55:45.121753,,,915928,10148,846216,35747927,50145352,44018598,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-15,GJ,9177,7,5404,74611,87963,68377,3619,60161.0,23.0,23475.0,671395.0,607749.0,517247.0,Botad,2,0,0,754,477,341,0,7.0,0.0,5.0,10173.0,3425.0,2059.0,656005,2022-01-15 23:55:45.121411,,,2226,42,2181,290796,424922,380870,0,2022-01-15 23:55:45.120564,67936000,2022-01-15 23:55:45.121753,,,915928,10148,846216,35747927,50145352,44018598,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-15,GJ,9177,7,5404,74611,87963,68377,3619,60161.0,23.0,23475.0,671395.0,607749.0,517247.0,Chhota Udaipur,0,0,2,72,1474,802,0,12.0,0.0,8.0,9964.0,6798.0,4614.0,1071831,2022-01-15 23:55:45.121411,,,3415,38,3365,329324,692099,644328,0,2022-01-15 23:55:45.120564,67936000,2022-01-15 23:55:45.121753,,,915928,10148,846216,35747927,50145352,44018598,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-15,GJ,9177,7,5404,74611,87963,68377,3619,60161.0,23.0,23475.0,671395.0,607749.0,517247.0,Dahod,45,0,21,348,12471,265,7,182.0,0.0,69.0,35722.0,57588.0,2643.0,2126558,2022-01-15 23:55:45.121411,,,10216,38,9997,838810,1636512,1519392,0,2022-01-15 23:55:45.120564,67936000,2022-01-15 23:55:45.121753,,,915928,10148,846216,35747927,50145352,44018598,0,0.0,0,0,0,0
10,10,10,10,10,2022-01-15,GJ,9177,7,5404,74611,87963,68377,3619,60161.0,23.0,23475.0,671395.0,607749.0,517247.0,Dang,1,0,2,292,541,1615,0,16.0,0.0,5.0,1869.0,4645.0,7394.0,226769,2022-01-15 23:55:45.121411,,,887,18,854,96797,180776,126483,0,2022-01-15 23:55:45.120564,67936000,2022-01-15 23:55:45.121753,,,915928,10148,846216,35747927,50145352,44018598,0,0.0,0,0,0,0
