Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-15,HR,9050.0,7,3743,5170,54456,63462,0,49013.0,26.0,16204.0,-14904511.0,561092.0,549794.0,Ambala,522,1,153,,1422,1709,0,3229.0,6.0,608.0,,16017.0,12391.0,1136784,,,,34269.0,517,30337,,998869,904277,0,2022-01-15T23:55:49.286868+05:30,28672000,,,,837998.0,10098,781157,40095,21995003,15843993,0,0.0,0.0
2022-01-15,HR,9050.0,7,3743,5170,54456,63462,0,49013.0,26.0,16204.0,-14904511.0,561092.0,549794.0,Bhiwani,75,1,32,,1451,1817,0,501.0,2.0,90.0,,19870.0,13874.0,1629109,,,,22981.0,654,21853,,871830,712013,0,2022-01-15T23:55:49.286868+05:30,28672000,,,,837998.0,10098,781157,40095,21995003,15843993,0,0.0,0.0
2022-01-15,HR,9050.0,7,3743,5170,54456,63462,0,49013.0,26.0,16204.0,-14904511.0,561092.0,549794.0,Charkhi Dadri,84,0,12,,551,1003,0,254.0,0.0,49.0,,6988.0,7522.0,502276,,,,5348.0,139,4992,,416435,353596,0,2022-01-15T23:55:49.286868+05:30,28672000,,,,837998.0,10098,781157,40095,21995003,15843993,0,0.0,0.0
2022-01-15,HR,9050.0,7,3743,5170,54456,63462,0,49013.0,26.0,16204.0,-14904511.0,561092.0,549794.0,Faridabad,1764,0,295,,7210,5964,0,7978.0,1.0,1017.0,,74406.0,46256.0,1798954,,,,110231.0,718,100469,,1990907,1445617,0,2022-01-15T23:55:49.286868+05:30,28672000,,,,837998.0,10098,781157,40095,21995003,15843993,0,0.0,0.0
2022-01-15,HR,9050.0,7,3743,5170,54456,63462,0,49013.0,26.0,16204.0,-14904511.0,561092.0,549794.0,Fatehabad,53,0,23,,1635,2339,0,264.0,1.0,107.0,,15216.0,18145.0,941522,,,,18219.0,484,17509,,677839,437537,0,2022-01-15T23:55:49.286868+05:30,28672000,,,,837998.0,10098,781157,40095,21995003,15843993,0,0.0,0.0
2022-01-15,HR,9050.0,7,3743,5170,54456,63462,0,49013.0,26.0,16204.0,-14904511.0,561092.0,549794.0,Gurugram,3349,1,1621,,5757,7105,0,20325.0,5.0,7696.0,,64432.0,62152.0,1514085,,,,211005.0,931,190808,,2561044,2059772,0,2022-01-15T23:55:49.286868+05:30,28672000,,,,837998.0,10098,781157,40095,21995003,15843993,0,0.0,0.0
2022-01-15,HR,9050.0,7,3743,5170,54456,63462,0,49013.0,26.0,16204.0,-14904511.0,561092.0,549794.0,Hisar,262,0,50,,3024,3387,0,949.0,0.0,353.0,,27806.0,26845.0,1742815,,,,55195.0,1138,53238,,1263699,841469,0,2022-01-15T23:55:49.286868+05:30,28672000,,,,837998.0,10098,781157,40095,21995003,15843993,0,0.0,0.0
2022-01-15,HR,9050.0,7,3743,5170,54456,63462,0,49013.0,26.0,16204.0,-14904511.0,561092.0,549794.0,Jhajjar,184,0,88,,2506,2913,0,883.0,0.0,467.0,,22325.0,26865.0,956907,,,,19985.0,328,19010,,818826,588867,0,2022-01-15T23:55:49.286868+05:30,28672000,,,,837998.0,10098,781157,40095,21995003,15843993,0,0.0,0.0
2022-01-15,HR,9050.0,7,3743,5170,54456,63462,0,49013.0,26.0,16204.0,-14904511.0,561092.0,549794.0,Jind,155,0,81,,3050,3362,0,533.0,1.0,181.0,,22874.0,22417.0,1332042,,,,21847.0,534,20862,,908023,589137,0,2022-01-15T23:55:49.286868+05:30,28672000,,,,837998.0,10098,781157,40095,21995003,15843993,0,0.0,0.0
2022-01-15,HR,9050.0,7,3743,5170,54456,63462,0,49013.0,26.0,16204.0,-14904511.0,561092.0,549794.0,Kaithal,93,1,17,,1302,1254,0,424.0,1.0,75.0,,18480.0,11682.0,1072861,,,,11754.0,349,10980,,866435,612586,0,2022-01-15T23:55:49.286868+05:30,28672000,,,,837998.0,10098,781157,40095,21995003,15843993,0,0.0,0.0
