,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-15,MP,5315,0,1186,0,251361,48904,434,25256.0,7.0,4771.0,,1188142.0,231142.0,Agar Malwa,,,,,2220,122,,,,,,8349.0,699.0,0,,,,,,,,474859,443256,0,2022-01-16 11:55:21.722648,82232000,,,,824543,10543,788484,,56213587,50793087,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-15,MP,5315,0,1186,0,251361,48904,434,25256.0,7.0,4771.0,,1188142.0,231142.0,Alirajpur,,,,,1355,805,,,,,,26540.0,2863.0,728677,,,,,,,,456539,379874,0,2022-01-16 11:55:21.722648,82232000,,,,824543,10543,788484,,56213587,50793087,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-15,MP,5315,0,1186,0,251361,48904,434,25256.0,7.0,4771.0,,1188142.0,231142.0,Anuppur,,,,,739,291,,,,,,7899.0,1680.0,749521,,,,,,,,549720,493620,0,2022-01-16 11:55:21.722648,82232000,,,,824543,10543,788484,,56213587,50793087,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-15,MP,5315,0,1186,0,251361,48904,434,25256.0,7.0,4771.0,,1188142.0,231142.0,Ashoknagar,,,,,620,115,,,,,,15462.0,1216.0,844979,,,,,,,,622433,552271,0,2022-01-16 11:55:21.722648,82232000,,,,824543,10543,788484,,56213587,50793087,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-15,MP,5315,0,1186,0,251361,48904,434,25256.0,7.0,4771.0,,1188142.0,231142.0,Balaghat,,,,,9787,1093,,,,,,22790.0,11932.0,1701156,,,,,,,,1435520,1298881,0,2022-01-16 11:55:21.722648,82232000,,,,824543,10543,788484,,56213587,50793087,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-15,MP,5315,0,1186,0,251361,48904,434,25256.0,7.0,4771.0,,1188142.0,231142.0,Barwani,,,,,3489,2692,,,,,,41981.0,6199.0,1385659,,,,,,,,907410,786161,0,2022-01-16 11:55:21.722648,82232000,,,,824543,10543,788484,,56213587,50793087,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-15,MP,5315,0,1186,0,251361,48904,434,25256.0,7.0,4771.0,,1188142.0,231142.0,Betul,,,,,2339,395,,,,,,10534.0,3501.0,1575247,,,,,,,,1174812,1066249,0,2022-01-16 11:55:21.722648,82232000,,,,824543,10543,788484,,56213587,50793087,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-15,MP,5315,0,1186,0,251361,48904,434,25256.0,7.0,4771.0,,1188142.0,231142.0,Bhind,,,,,3224,764,,,,,,30949.0,2304.0,1703562,,,,,,,,1201022,1082965,0,2022-01-16 11:55:21.722648,82232000,,,,824543,10543,788484,,56213587,50793087,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-15,MP,5315,0,1186,0,251361,48904,434,25256.0,7.0,4771.0,,1188142.0,231142.0,Bhopal,,,,,9237,2098,,,,,,46446.0,12389.0,2368145,,,,,,,,2245487,1931779,0,2022-01-16 11:55:21.722648,82232000,,,,824543,10543,788484,,56213587,50793087,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-15,MP,5315,0,1186,0,251361,48904,434,25256.0,7.0,4771.0,,1188142.0,231142.0,Burhanpur,,,,,2310,1208,,,,,,11271.0,4611.0,756993,,,,,,,,572499,525535,0,2022-01-16 11:55:21.722648,82232000,,,,824543,10543,788484,,56213587,50793087,0,0.0,0,0,0,0
