Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Adilabad,,,,,289,1742,0,,,,,6366.0,33968.0,708952,,,,,,,,559241,384409,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Bhadradri Kothagudem,,,,,556,1264,0,,,,,11491.0,37163.0,1304811,,,,,,,,858240,609963,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Foreign Evacuees,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Hyderabad,,,,,783,1546,0,,,,,43304.0,34602.0,3441992,,,,,,,,3672872,2631686,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Jagtial,,,,,71,54,0,,,,,8552.0,15802.0,983414,,,,,,,,785519,546254,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Jangaon,,,,,178,6,0,,,,,4666.0,6975.0,582457,,,,,,,,433771,332648,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Jayashankar Bhupalapally,,,,,0,0,0,,,,,2154.0,4604.0,712257,,,,,,,,339304,260684,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Jogulamba Gadwal,,,,,472,687,0,,,,,8492.0,18743.0,664971,,,,,,,,475976,297862,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Kamareddy,,,,,2119,835,0,,,,,13167.0,15750.0,972625,,,,,,,,667199,476092,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Karimnagar,,,,,93,214,0,,,,,12477.0,12098.0,1016063,,,,,,,,845346,756318,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Khammam,,,,,326,2052,0,,,,,12972.0,35778.0,1401639,,,,,,,,1120039,901555,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Komaram Bheem,,,,,31,441,0,,,,,3071.0,15436.0,515835,,,,,,,,346154,196386,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Mahabubabad,,,,,19,225,0,,,,,6672.0,11704.0,1318110,,,,,,,,601204,458529,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Mahabubnagar,,,,,378,1534,0,,,,,11930.0,23776.0,0,,,,,,,,749596,521959,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
2022-01-15,TG,1963,2,1620,0,12229,26619,0,14805.0,13.0,4955.0,,400813.0,731218.0,Mancherial,,,,,3,4,0,,,,,5694.0,9063.0,807037,,,,,,,,583886,438409,0,2022-01-16 11:55:21.722648,37220000,,,,707162,4054,681091,,29419901,20750025,0,0.0,0.0
