Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Agra,,,,,29922,13351,0,,,,,172440.0,86868.0,4380793,,,,,,,,3192441,1824742,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Aligarh,,,,,32772,16104,0,,,,,124208.0,85621.0,3673849,,,,,,,,2586184,1468178,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Ambedkar Nagar,,,,,9028,12694,0,,,,,62411.0,68724.0,2398709,,,,,,,,1776170,993091,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Amethi,,,,,7655,6385,0,,,,,75030.0,44420.0,2549935,,,,,,,,1360556,873078,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Amroha,,,,,8915,13095,0,,,,,71460.0,65838.0,1838771,,,,,,,,1156601,727421,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Auraiya,,,,,10440,7160,0,,,,,73290.0,32522.0,1372287,,,,,,,,947242,507056,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Ayodhya,,,,,6967,11196,0,,,,,73079.0,61139.0,2468371,,,,,,,,1841274,1092787,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Azamgarh,,,,,20700,26398,0,,,,,148118.0,175142.0,4616509,,,,,,,,3684273,2003662,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Baghpat,,,,,4265,4613,0,,,,,49772.0,24845.0,1302156,,,,,,,,934309,690689,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Bahraich,,,,,23022,25588,0,,,,,140356.0,147073.0,2384239,,,,,,,,2436886,1515120,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Ballia,,,,,58529,23520,0,,,,,272045.0,144041.0,3223642,,,,,,,,2075765,1366065,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Balrampur,,,,,12785,9850,0,,,,,100308.0,89580.0,2149066,,,,,,,,1507598,930058,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Banda,,,,,9457,10155,0,,,,,67044.0,62315.0,1799541,,,,,,,,1275506,737555,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Barabanki,,,,,10879,24592,0,,,,,81088.0,93885.0,3257983,,,,,,,,2192694,1333164,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Bareilly,,,,,24857,36465,0,,,,,169748.0,195681.0,4465344,,,,,,,,3178976,1987118,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Basti,,,,,67368,12325,0,,,,,350268.0,155894.0,2461056,,,,,,,,1885306,1162948,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Bhadohi,,,,,8166,9084,0,,,,,50832.0,45983.0,1554203,,,,,,,,1117982,647708,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Bijnor,,,,,17329,58182,0,,,,,136410.0,150969.0,3683896,,,,,,,,2539309,1502040,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Budaun,,,,,27258,17267,0,,,,,140055.0,191379.0,3712738,,,,,,,,2354927,1338680,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Bulandshahr,,,,,21123,15709,0,,,,,144188.0,74914.0,3498507,,,,,,,,2395271,1377753,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
2022-01-15,UP,15743,4,5031,0,1453904,1420062,0,87104.0,29.0,10478.0,,8541446.0,7360657.0,Chandauli,,,,,14451,19390,0,,,,,73929.0,70949.0,1952713,,,,,,,,1368429,845161,0,2022-01-16 11:55:21.722648,224979000,,,,1816974,22953,1698873,,142509466,85888861,0,0.0,0.0
