Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-15,TT,271202,314,138331,1736014,3256950,3570044,,1594160.0,2276.0,632118.0,12414313.0,23678629.0,23742225.0,Andaman and Nicobar Islands,43,0,51,0,744,356,0,606.0,0.0,330.0,0.0,6588.0,1695.0,397000,0,0,0,8581,129,7989,0,321766,297918,0,2022-01-16 12:01:14.771605,1332900000,2022-01-15 00:00:00,https://www.icmr.gov.in/,0,37122164,486066,35085721,702448838,909005449,654485860,0,0.0,0.0
2022-01-15,TT,271202,314,138331,1736014,3256950,3570044,,1594160.0,2276.0,632118.0,12414313.0,23678629.0,23742225.0,Andhra Pradesh,4955,1,397,0,2190,28881,0,21108.0,6.0,1891.0,0.0,294821.0,1472128.0,52221000,0,0,0,2101710,14509,2064331,0,42327680,32630324,0,2022-01-16 12:01:14.771605,1332900000,2022-01-15 00:00:00,https://www.icmr.gov.in/,0,37122164,486066,35085721,702448838,909005449,654485860,0,0.0,0.0
2022-01-15,TT,271202,314,138331,1736014,3256950,3570044,,1594160.0,2276.0,632118.0,12414313.0,23678629.0,23742225.0,Arunachal Pradesh,266,0,33,0,3029,1650,0,972.0,0.0,88.0,0.0,27007.0,8471.0,1504000,0,0,0,56493,282,55141,0,853909,664913,0,2022-01-16 12:01:14.771605,1332900000,2022-01-15 00:00:00,https://www.icmr.gov.in/,0,37122164,486066,35085721,702448838,909005449,654485860,0,0.0,0.0
2022-01-15,TT,271202,314,138331,1736014,3256950,3570044,,1594160.0,2276.0,632118.0,12414313.0,23678629.0,23742225.0,Assam,3390,4,876,0,10725,30681,0,18273.0,21.0,5023.0,0.0,247785.0,548861.0,34293000,0,0,0,644026,6201,618701,0,22857775,16884923,0,2022-01-16 12:01:14.771605,1332900000,2022-01-15 00:00:00,https://www.icmr.gov.in/,0,37122164,486066,35085721,702448838,909005449,654485860,0,0.0,0.0
2022-01-15,TT,271202,314,138331,1736014,3256950,3570044,,1594160.0,2276.0,632118.0,12414313.0,23678629.0,23742225.0,Bihar,6325,4,4489,0,187095,199939,0,41339.0,27.0,17707.0,0.0,1797813.0,1059242.0,119520000,0,0,0,781717,12127,733673,0,62028149,44570466,0,2022-01-16 12:01:14.771605,1332900000,2022-01-15 00:00:00,https://www.icmr.gov.in/,0,37122164,486066,35085721,702448838,909005449,654485860,0,0.0,0.0
2022-01-15,TT,271202,314,138331,1736014,3256950,3570044,,1594160.0,2276.0,632118.0,12414313.0,23678629.0,23742225.0,Chandigarh,1795,0,541,0,4115,2763,0,8515.0,6.0,1792.0,0.0,39959.0,25075.0,1179000,0,0,0,76270,1086,66673,0,1089217,828264,0,2022-01-16 12:01:14.771605,1332900000,2022-01-15 00:00:00,https://www.icmr.gov.in/,0,37122164,486066,35085721,702448838,909005449,654485860,0,0.0,0.0
2022-01-15,TT,271202,314,138331,1736014,3256950,3570044,,1594160.0,2276.0,632118.0,12414313.0,23678629.0,23742225.0,Chhattisgarh,5525,8,4240,0,38801,90869,0,34942.0,34.0,15835.0,0.0,278323.0,452619.0,28724000,0,0,0,1055753,13647,1009967,0,19031349,13088860,0,2022-01-16 12:01:14.771605,1332900000,2022-01-15 00:00:00,https://www.icmr.gov.in/,0,37122164,486066,35085721,702448838,909005449,654485860,0,0.0,0.0
2022-01-15,TT,271202,314,138331,1736014,3256950,3570044,,1594160.0,2276.0,632118.0,12414313.0,23678629.0,23742225.0,Dadra and Nagar Haveli and Daman and Diu,39,0,17,0,991,1358,0,179.0,0.0,59.0,0.0,11553.0,10289.0,959000,0,0,0,10950,4,10748,0,744804,552746,0,2022-01-16 12:01:14.771605,1332900000,2022-01-15 00:00:00,https://www.icmr.gov.in/,0,37122164,486066,35085721,702448838,909005449,654485860,0,0.0,0.0
2022-01-15,TT,271202,314,138331,1736014,3256950,3570044,,1594160.0,2276.0,632118.0,12414313.0,23678629.0,23742225.0,Delhi,20718,30,19554,0,94697,52805,0,164705.0,192.0,119284.0,0.0,605154.0,306527.0,19814000,0,0,0,1691684,25335,1572942,0,16491303,11921869,0,2022-01-16 12:01:14.771605,1332900000,2022-01-15 00:00:00,https://www.icmr.gov.in/,0,37122164,486066,35085721,702448838,909005449,654485860,0,0.0,0.0
2022-01-15,TT,271202,314,138331,1736014,3256950,3570044,,1594160.0,2276.0,632118.0,12414313.0,23678629.0,23742225.0,Goa,3274,4,1789,0,1638,2087,0,19256.0,19.0,6708.0,0.0,12252.0,13970.0,1540000,0,0,0,207243,3550,183615,0,1370776,1137565,0,2022-01-16 12:01:14.771605,1332900000,2022-01-15 00:00:00,https://www.icmr.gov.in/,0,37122164,486066,35085721,702448838,909005449,654485860,0,0.0,0.0
