Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Amritsar,0,0,0,,5320,8315,0,2425.0,1.0,210.0,,27356.0,38796.0,2490891,,,,49892,1600,46065,,1520140,847802,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Barnala,0,0,0,,1470,3241,0,174.0,4.0,3.0,,8697.0,23188.0,596294,,,,6134,248,5710,,370428,199229,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Bathinda,0,0,0,,8418,9238,0,1248.0,4.0,121.0,,50617.0,53708.0,1388859,,,,43090,1053,40888,,772057,419247,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Faridkot,0,0,0,,1906,2997,0,329.0,1.0,25.0,,11416.0,18422.0,618008,,,,14291,321,13664,,375538,235825,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Fatehgarh Sahib,0,0,0,,2322,2750,0,913.0,1.0,288.0,,13428.0,21240.0,599814,,,,9830,339,8860,,402229,249380,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Fazilka,0,0,0,,2621,5241,0,179.0,1.0,13.0,,17373.0,37536.0,1180483,,,,20470,532,19768,,587382,316127,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Ferozepur,0,0,0,,1953,5150,0,402.0,0.0,15.0,,11072.0,27449.0,2026831,,,,14884,504,13992,,532917,263764,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Gurdaspur,0,0,0,,3375,5692,0,896.0,4.0,153.0,,18471.0,32706.0,2299026,,,,23329,808,21767,,1006415,702092,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Hoshiarpur,0,0,0,,5918,5693,0,1407.0,5.0,74.0,,27702.0,35540.0,1582793,,,,32437,1002,30087,,1081274,786443,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Jalandhar,0,0,0,,4303,11268,0,2740.0,3.0,629.0,,25657.0,59604.0,2181753,,,,66369,1504,62684,,1553123,1084789,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Kapurthala,0,0,0,,1204,2706,0,639.0,0.0,96.0,,8746.0,20670.0,817668,,,,18558,556,17444,,517846,350698,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Ludhiana,0,0,0,,12532,23623,0,4351.0,9.0,151.0,,73453.0,126350.0,3487882,,,,92141,2126,85759,,2737585,1502059,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Mansa,0,0,0,,3248,5564,0,156.0,1.0,8.0,,19725.0,34446.0,768808,,,,15768,382,15237,,437989,234564,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
2022-01-15,PB,6813,23,3547,0,86899,146788,0,39013.0,89.0,13992.0,286332.0,507269.0,847037.0,Moga,0,0,0,,2972,6973,0,248.0,0.0,40.0,,16523.0,39194.0,992289,,,,8936,234,8490,,613191,395904,0,2022-01-16 11:55:21.722648,29859000,,,,656549,16754,602249,17096375,18020960,10763266,0,0.0,0.0
