,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Ajmer,407,0,191,2082,9635,7305,31,1804.0,1.0,559.0,16867.0,43768.0,29856.0,2584913,,,,40269,411,38055,691485,1970482,1627541,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Alwar,1059,0,167,3718,13373,24510,40,4758.0,1.0,675.0,27331.0,108434.0,169591.0,3671999,,,,65220,309,60154,1368674,2817169,2066502,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Banswara,88,0,1,917,1765,2468,0,414.0,0.0,40.0,6739.0,30092.0,21139.0,1798194,,,,10493,104,9941,268738,1271982,910530,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Baran,49,0,2,325,1938,5167,0,279.0,0.0,6.0,5335.0,23343.0,35017.0,1223921,,,,12285,61,11945,189339,905002,668397,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Barmer,268,1,16,1901,4562,3885,0,1588.0,2.0,50.0,10912.0,72122.0,34596.0,2604453,,,,17303,188,15450,359702,1800615,1192850,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Bharatpur,506,0,145,1650,3760,48110,9,2526.0,0.0,345.0,11221.0,40095.0,178456.0,2549121,,,,22482,260,19699,417448,1680839,1198561,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Bhilwara,240,0,96,1732,3278,4343,18,1279.0,0.0,203.0,11640.0,41515.0,50182.0,2410459,,,,31345,156,29855,441823,1739935,1378641,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Bikaner,428,1,232,2689,4580,5265,34,2909.0,1.0,640.0,15077.0,47385.0,32781.0,2367745,,,,43831,547,40541,642911,1718202,1262851,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Bundi,20,0,10,224,1074,2837,0,162.0,0.0,10.0,4365.0,9596.0,17991.0,1113725,,,,8152,48,7929,196902,913642,710207,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Chittorgarh,276,0,139,2223,8359,9068,0,1338.0,0.0,420.0,11186.0,24749.0,15856.0,1544392,,,,21429,139,20097,399832,1208426,946878,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
10,10,10,10,10,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Churu,74,0,39,585,4023,4337,1,533.0,0.0,52.0,10573.0,39639.0,25958.0,2041172,,,,17269,108,16668,364362,1536129,1196586,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
11,11,11,11,11,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Dausa,81,0,17,139,2641,5718,3,643.0,1.0,28.0,6474.0,31454.0,17880.0,1637226,,,,14020,63,13325,238200,1102859,778603,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
12,12,12,12,12,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Dholpur,113,0,7,778,2150,2052,5,290.0,0.0,11.0,4906.0,17934.0,10999.0,1207293,,,,11339,48,10978,244345,814683,542625,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
13,13,13,13,13,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Dungarpur,194,0,40,1249,6465,5102,0,611.0,0.0,99.0,12286.0,24460.0,15591.0,1388906,,,,19081,131,18380,287033,957711,642274,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
14,14,14,14,14,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Ganganagar,105,0,16,1234,6153,9573,18,474.0,0.0,90.0,5046.0,40663.0,39727.0,1969520,,,,19942,151,19316,363349,1455408,985541,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
15,15,15,15,15,2022-01-15,RJ,9676,8,4013,44981,169873,232728,1110,57473.0,28.0,13183.0,422300.0,1393560.0,1271938.0,Hanumangarh,268,0,15,221,5163,8786,4,1084.0,0.0,36.0,11029.0,23926.0,27671.0,1779650,,,,17200,111,16006,434591,1397620,1145258,0,2022-01-15T23:56:11.994929+05:30,77264000,,,,1027990,8999,960563,16997094,50865464,37547920,0,0.0,0,0,0,0
