"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4294","3744","188","4","364"
"Bageshwar","2041","1919","46","0","80"
"Chamoli","2989","2579","313","3","96"
"Champawat","1793","1125","650","1","20"
"Dehradun","31480","28213","2914","143","345"
"Haridwar","12517","11940","371","22","214"
"Nainital","11018","10893","129","29","37"
"Pauri Garhwal","5061","3079","1004","15","970"
"Pithoragarh","2442","2147","172","4","131"
"Rudraprayag","2607","2268","217","1","121"
"Tehri Garhwal","2257","1875","85","5","299"
"U.S. Nagar","8627","8255","136","5","255"
"Uttarkashi","1555","1349","50","3","155"
"Total","88681","79386","6275","235","3087"
