"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2060","18","7","0"
"East Jaintia Hills","3","0","1","2636","39","7","0"
"East Khasi Hills","20","23","0","47478","1076","125","39"
"Eastern West Khasi Hills","2","0","0","147","8","5","0"
"North Garo Hills","0","2","0","1892","9","4","0"
"Ri-Bhoi","8","15","2","10459","101","39","5"
"South Garo Hills","6","1","0","1365","13","19","2"
"South West Garo Hills","10","6","0","2142","21","31","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","50","17","1","11220","83","331","16"
"West Jaintia Hills","4","0","0","7221","139","17","5"
"West Khasi Hills","3","0","0","5666","78","6","0"
"Total","106","64","4","94987","1605","591","67"
