TT|2022-11-17 07:55:09.121792|GetSource|ERR|File Not Found
TT|2022-11-17 09:55:10.640789|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-17 09:55:25.377737|ExtractFromHTML|OK|COMPLETED
TT|2022-11-17 11:55:10.015394|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-17 11:55:25.102972|ExtractFromHTML|OK|COMPLETED
TT|2022-11-17 19:55:10.081725|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-17 19:55:31.930908|ExtractFromHTML|OK|COMPLETED
TT|2022-11-17 20:55:10.334172|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-17 20:55:34.175511|ExtractFromHTML|OK|COMPLETED
TT|2022-11-17 21:55:07.654111|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-17 21:55:28.228533|ExtractFromHTML|OK|COMPLETED
TT|2022-11-17 22:55:09.847752|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-17 22:55:29.733160|ExtractFromHTML|OK|COMPLETED
TT|2022-11-17 23:55:09.213650|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-17 23:55:28.975419|ExtractFromHTML|OK|COMPLETED
TT|2022-11-18 07:55:10.605542|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
