"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","0","0","2047","17","1","0"
"East Jaintia Hills","1","2","0","2616","38","3","0"
"East Khasi Hills","4","3","1","47069","1075","20","9"
"Eastern West Khasi Hills","0","0","0","140","8","0","0"
"North Garo Hills","0","0","0","1880","9","1","0"
"Ri-Bhoi","2","1","0","10306","98","5","0"
"South Garo Hills","0","0","0","1343","13","0","0"
"South West Garo Hills","0","1","0","2093","20","3","0"
"South West Khasi Hills","0","0","0","2697","20","0","0"
"West Garo Hills","1","1","0","10719","80","4","1"
"West Jaintia Hills","0","0","0","7188","139","8","2"
"West Khasi Hills","0","0","0","5649","76","5","0"
"Total","9","8","1","93747","1593","50","12"
