District,Recovered,Deceased,Active
इटावा,13645,293,239
बहराइच,11385.0,178.0,238.0
देवररया,20031.0,222.0,231.0
फरु्रखाबाद,10162.0,194.0,230.0
सलु्तानपरु,14786.0,139.0,225.0
आजमगढ़,17692.0,229.0,217.0
ममर्ाुपरु,10990.0,116.0,208.0
मसद्धाथ ुनगर,9280.0,100.0,200.0
बमलया,21382.0,234.0,186.0
कन्नौज,9118.0,115.0,180.0
अम्बडेकर नगर,4890.0,152.0,175.0
औरैय्या,9889.0,204.0,171.0
महाराजगजं,12332.0,141.0,167.0
लमलतपरु,12623.0,128.0,151.0
अमठेी,9836.0,143.0,149.0
बलरामपरु,7365.0,138.0,110.0
पीलीभीत,10841.0,194.0,106.0
कासगजं,4213.0,53.0,100.0
कानपरु देहात,6091.0,110.0,93.0
सतं कबीर नगर,8064.0,98.0,93.0
बादा,10843.0,161.0,87.0
कुशीनगर,15398.0,228.0,85.0
फतहेपरु,6682.0,139.0,82.0
मऊ,8259.0,80.0,75.0
श्रावस्ती,4355.0,35.0,75.0
प्रतापगढ़,15879.0,163.0,65.0
भदोही,7560.0,163.0,55.0
चचत्रकट,7031.0,79.0,51.0
हमीरपरु,5139.0,102.0,45.0
जालौन,11492.0,202.0,34.0
महोबा,4182.0,86.0,23.0
कौशाम्बी,4360.0,70.0,22.0
