District,Recovered,Deceased,Active
लखनऊ,236970,2651,12195
गौतम बिु नगर,64341,469,11941
गाज़ियाबाद,56301,461,10688
मरेठ,69148,906,7624
िाराणसी,84696,971,3600
आगरा,25686,458,3203
मरुादाबाद,38885,350,2793
कानपरु नगर,81154,1908,2121
प्रयागराज,77763,1090,2073
मथरुा,20025,402,1980
गोरखपरु,58633,849,1929
मजुफ्फरनगर,30866,269,1924
बलुदंशहर,20009,246,1469
सहारनपरु,32482,420,1346
अलीगढ,21251,109,1285
झासी,35964,663,1231
बरेली,43750,377,1177
शामली,12976,45,776
बाराबकंी,19667,225,763
बबजनौर,14685,126,636
बागपत,9020,141,611
रामपरु,11699,148,607
हापड़ु,12450,217,596
राय बरेली,16779,343,576
मनैपरुी,9864,182,543
अयोध्या,16686,290,538
सभंल,9365,106,493
अमरोहा,16522,203,473
गाजीपरु,21381,283,438
हरदोई,13429,352,416
बदाय,14858,99,391
चदंौली,15868,357,391
शाहजहांपरु,19963,444,379
सोनभद्र,16591,252,377
हाथरस,2895,43,374
क्रिरोजाबाद,8608,135,352
बस्ती,11401,330,309
लखीमपरु-खीरी,24144,294,306
सीतापरु,12219,185,305
गोंडा,12025,272,280
जौनपरु,22355,236,263
उन्नाव,14791,254,255
एटा,9882,99,245
