,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-24,TN,744,14,782,101624,162685,191508,6036,5303.0,91.0,5939.0,709621.0,1514935.0,2319403.0,Ariyalur,3,0,2,,2678,4591,16,15.0,1.0,22.0,,40987.0,35053.0,752481,,,,16918,263,16629,,536679,230288,2021-11-24T23:19:43.496529+05:30,75695000,,,,2722506,36415,2677607,53662064,44087671,22702056,0,0,0,0,0
1,1,1,1,1,1,2021-11-24,TN,744,14,782,101624,162685,191508,6036,5303.0,91.0,5939.0,709621.0,1514935.0,2319403.0,Chengalpattu,57,0,68,,2197,4079,543,407.0,4.0,524.0,,23937.0,52075.0,2556244,,,,173418,2529,170241,,1385466,715311,2021-11-24T23:19:43.496529+05:30,75695000,,,,2722506,36415,2677607,53662064,44087671,22702056,0,0,0,0,0
2,2,2,2,2,2,2021-11-24,TN,744,14,782,101624,162685,191508,6036,5303.0,91.0,5939.0,709621.0,1514935.0,2319403.0,Chennai,117,2,122,,3524,8128,822,788.0,19.0,788.0,,51762.0,137598.0,7100000,,,,557437,8600,547570,,5012744,3142380,2021-11-24T23:19:43.496529+05:30,75695000,,,,2722506,36415,2677607,53662064,44087671,22702056,0,0,0,0,0
3,3,3,3,3,3,2021-11-24,TN,744,14,782,101624,162685,191508,6036,5303.0,91.0,5939.0,709621.0,1514935.0,2319403.0,Coimbatore,117,6,110,,1487,7964,701,852.0,13.0,765.0,,21914.0,117753.0,3472578,,,,249514,2455,245800,,2761792,1449077,2021-11-24T23:19:43.496529+05:30,75695000,,,,2722506,36415,2677607,53662064,44087671,22702056,0,0,0,0,0
4,4,4,4,4,4,2021-11-24,TN,744,14,782,101624,162685,191508,6036,5303.0,91.0,5939.0,709621.0,1514935.0,2319403.0,Cuddalore,5,0,11,,9482,17722,99,46.0,1.0,89.0,,105313.0,140724.0,2600880,,,,64361,872,63393,,1782323,981711,2021-11-24T23:19:43.496529+05:30,75695000,,,,2722506,36415,2677607,53662064,44087671,22702056,0,0,0,0,0
5,5,5,5,5,5,2021-11-24,TN,744,14,782,101624,162685,191508,6036,5303.0,91.0,5939.0,709621.0,1514935.0,2319403.0,Dharmapuri,9,0,13,,1527,4288,107,69.0,0.0,100.0,,11839.0,35967.0,1502900,,,,28749,278,28337,,797950,363801,2021-11-24T23:19:43.496529+05:30,75695000,,,,2722506,36415,2677607,53662064,44087671,22702056,0,0,0,0,0
6,6,6,6,6,6,2021-11-24,TN,744,14,782,101624,162685,191508,6036,5303.0,91.0,5939.0,709621.0,1514935.0,2319403.0,Dindigul,5,0,3,,8047,6636,32,30.0,0.0,26.0,,80668.0,100519.0,2161367,,,,33205,650,32499,,1354322,695811,2021-11-24T23:19:43.496529+05:30,75695000,,,,2722506,36415,2677607,53662064,44087671,22702056,0,0,0,0,0
7,7,7,7,7,7,2021-11-24,TN,744,14,782,101624,162685,191508,6036,5303.0,91.0,5939.0,709621.0,1514935.0,2319403.0,Erode,74,0,65,,1869,5030,440,511.0,1.0,448.0,,20727.0,75602.0,2259608,,,,105921,694,104388,,1411606,719084,2021-11-24T23:19:43.496529+05:30,75695000,,,,2722506,36415,2677607,53662064,44087671,22702056,0,0,0,0,0
8,8,8,8,8,8,2021-11-24,TN,744,14,782,101624,162685,191508,6036,5303.0,91.0,5939.0,709621.0,1514935.0,2319403.0,Kallakurichi,2,0,8,,5560,6749,49,26.0,0.0,48.0,,39607.0,60032.0,1370281,,,,31542,210,31262,,779779,445594,2021-11-24T23:19:43.496529+05:30,75695000,,,,2722506,36415,2677607,53662064,44087671,22702056,0,0,0,0,0
9,9,9,9,9,9,2021-11-24,TN,744,14,782,101624,162685,191508,6036,5303.0,91.0,5939.0,709621.0,1514935.0,2319403.0,Kancheepuram,19,0,20,,1093,2804,168,118.0,1.0,194.0,,11350.0,24601.0,1166401,,,,75476,1263,74017,,694577,309155,2021-11-24T23:19:43.496529+05:30,75695000,,,,2722506,36415,2677607,53662064,44087671,22702056,0,0,0,0,0
