,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2021-11-24,TT,Andaman and Nicobar Islands,,,,7676,129,7545,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
1,2021-11-24,TT,Andhra Pradesh,,,,2071567,14429,2054979,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
2,2021-11-24,TT,Arunachal Pradesh,,,,55255,280,54939,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
3,2021-11-24,TT,Assam,,,,615781,6079,606726,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
4,2021-11-24,TT,Bihar,,,,726196,9663,716488,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
5,2021-11-24,TT,Chandigarh,,,,65415,820,64560,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
6,2021-11-24,TT,Chhattisgarh,,,,1006616,13593,992698,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
7,2021-11-24,TT,Dadra and Nagar Haveli and Daman and Diu,,,,10683,4,10678,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
8,2021-11-24,TT,Delhi,,,,1440719,25095,1415328,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
9,2021-11-24,TT,Goa,,,,178709,3378,175087,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
10,2021-11-24,TT,Gujarat,,,,827267,10092,816856,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
11,2021-11-24,TT,Haryana,,,,771582,10053,761389,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
12,2021-11-24,TT,Himachal Pradesh,,,,226589,3835,221889,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
13,2021-11-24,TT,Jammu and Kashmir,,,,335707,4464,329596,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
14,2021-11-24,TT,Jharkhand,,,,349161,5140,343898,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
15,2021-11-24,TT,Karnataka,,,,2994001,38182,2949083,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
16,2021-11-24,TT,Kerala,,,,5109674,38045,5018279,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
17,2021-11-24,TT,Ladakh,,,,21369,212,20931,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
18,2021-11-24,TT,Lakshadweep,,,,10381,51,10314,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
19,2021-11-24,TT,Maharashtra,,,,6631297,140766,6477379,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
20,2021-11-24,TT,Manipur,,,,125007,1963,122357,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
21,2021-11-24,TT,Meghalaya,,,,84293,1467,82529,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
22,2021-11-24,TT,Mizoram,,,,132720,482,127782,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
23,2021-11-24,TT,Madhya Pradesh,,,,793052,10527,782435,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
24,2021-11-24,TT,Nagaland,,,,32068,696,31246,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
25,2021-11-24,TT,Odisha,,,,1047386,8396,1037001,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
26,2021-11-24,TT,Puducherry,,,,128718,1870,126547,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
27,2021-11-24,TT,Punjab,,,,603043,16587,586186,,,2021-11-24 10:14:49.969185,,,,34535763,466584,33957698,634774225,1184423573
