,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Adilabad,,,,,983,1011,,,,,,6826.0,7558.0,708952,,,,,,,,397032,109362,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
1,1,1,1,1,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Bhadradri Kothagudem,,,,,2605,3611,,,,,,31953.0,21175.0,1304811,,,,,,,,694426,282332,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
2,2,2,2,2,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Foreign Evacuees,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
3,3,3,3,3,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Hyderabad,,,,,5504,12159,,,,,,34996.0,79040.0,3441992,,,,,,,,3274945,2180046,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
4,4,4,4,4,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Jagtial,,,,,997,3714,,,,,,6646.0,23518.0,983414,,,,,,,,621962,247214,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
5,5,5,5,5,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Jangaon,,,,,625,1508,,,,,,11655.0,7718.0,582457,,,,,,,,387504,152480,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
6,6,6,6,6,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Jayashankar Bhupalapally,,,,,115,362,,,,,,985.0,2893.0,712257,,,,,,,,294974,150604,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
7,7,7,7,7,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Jogulamba Gadwal,,,,,8171,254,,,,,,37159.0,14853.0,664971,,,,,,,,357759,83419,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
8,8,8,8,8,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Kamareddy,,,,,563,2491,,,,,,3748.0,21785.0,972625,,,,,,,,579576,242043,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
9,9,9,9,9,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Karimnagar,,,,,4460,4811,,,,,,31754.0,42098.0,1016063,,,,,,,,737446,533732,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
10,10,10,10,10,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Khammam,,,,,4786,5365,,,,,,28833.0,37923.0,1401639,,,,,,,,984910,518033,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
11,11,11,11,11,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Komaram Bheem,,,,,495,430,,,,,,3430.0,2246.0,515835,,,,,,,,294995,58356,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
12,12,12,12,12,2021-11-24,TG,156,1,155,0,82330,97584,1041,964.0,8.0,1135.0,,578258.0,777662.0,Mahabubabad,,,,,970,2054,,,,,,8337.0,18212.0,1318110,,,,,,,,510474,247638,2021-11-25 11:03:46.877104,37220000,,,,675001,3985,667483,,24539705,12267645,0,0,0,0,0
