Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2021-11-24,MH,Ahmednagar,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,341638,7106,11,333530,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Akola,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,58786,1426,4,57346,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Amravati,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96259,1595,2,94618,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Aurangabad,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,155771,4254,14,151109,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Beed,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,103956,2822,7,101064,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Bhandara,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60087,1123,10,58952,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Buldhana,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85585,802,6,84762,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Chandrapur,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,88998,1563,4,87397,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Dhule,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46185,654,11,45515,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Gadchiroli,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30455,669,33,29744,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Gondia,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,40521,569,7,39945,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Hingoli,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,18481,507,1,17959,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Jalgaon,,,32 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,139970,2714,32,137219,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Jalna,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60691,1210,1,59441,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Kolhapur,,,5 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,206794,5848,5,200827,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Latur,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,92243,2441,6,89718,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Mumbai,,,2540 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,761921,16315,2540,740547,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Nagpur,,,71 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,493740,9128,71,484466,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
2021-11-24,MH,Nanded,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,90470,2658,7,87792,,2022-01-22 00:35:07.365710,2022-01-22 00:35:07.366533,,3662 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6632257,140807,6478422,3662,64951994
