,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-11-24,NL,10,0,6,514,1341,2245,0,81,54.0,1.0,67.0,3232.0,9240.0,12437.0,0.0,Dimapur,7,0,5,,373,946,0,59,40.0,1.0,46.0,,2003.0,4498.0,0,379769,,,708 cases were recorded as Non Covid Deaths with Covid19 Positivity,14834,415,14325,,275738,197146,0,708,2022-01-22T01:52:14.530748+05:30,2150000,,,1076 cases were recorded as Non Covid Deaths with Covid19 Positivity,32078,680,31252,408229,730347,538354,0,1076,9.0,4.0
1,1,1,1,2021-11-24,NL,10,0,6,514,1341,2245,0,81,54.0,1.0,67.0,3232.0,9240.0,12437.0,0.0,Kiphire,0,0,0,,173,61,0,3,0.0,0.0,2.0,,1458.0,310.0,0,74033,,,1 cases were recorded as Non Covid Deaths with Covid19 Positivity,262,9,252,,16548,9676,0,1,2022-01-22T01:52:14.530748+05:30,2150000,,,1076 cases were recorded as Non Covid Deaths with Covid19 Positivity,32078,680,31252,408229,730347,538354,0,1076,9.0,0.0
2,2,2,2,2021-11-24,NL,10,0,6,514,1341,2245,0,81,54.0,1.0,67.0,3232.0,9240.0,12437.0,0.0,Kohima,1,0,1,,156,333,0,8,6.0,0.0,9.0,,622.0,1382.0,0,270063,,,205 cases were recorded as Non Covid Deaths with Covid19 Positivity,9489,125,9350,,107440,89005,0,205,2022-01-22T01:52:14.530748+05:30,2150000,,,1076 cases were recorded as Non Covid Deaths with Covid19 Positivity,32078,680,31252,408229,730347,538354,0,1076,9.0,1.0
3,3,3,3,2021-11-24,NL,10,0,6,514,1341,2245,0,81,54.0,1.0,67.0,3232.0,9240.0,12437.0,0.0,Longleng,0,0,0,,4,15,0,0,0.0,0.0,0.0,,380.0,209.0,0,50593,,,20 cases were recorded as Non Covid Deaths with Covid19 Positivity,307,0,305,,20987,15997,0,20,2022-01-22T01:52:14.530748+05:30,2150000,,,1076 cases were recorded as Non Covid Deaths with Covid19 Positivity,32078,680,31252,408229,730347,538354,0,1076,9.0,0.0
4,4,4,4,2021-11-24,NL,10,0,6,514,1341,2245,0,81,54.0,1.0,67.0,3232.0,9240.0,12437.0,0.0,Mokokchung,2,0,0,,38,159,0,5,8.0,0.0,7.0,,310.0,796.0,0,193171,,,69 cases were recorded as Non Covid Deaths with Covid19 Positivity,2370,55,2290,,70120,58878,0,69,2022-01-22T01:52:14.530748+05:30,2150000,,,1076 cases were recorded as Non Covid Deaths with Covid19 Positivity,32078,680,31252,408229,730347,538354,0,1076,9.0,4.0
5,5,5,5,2021-11-24,NL,10,0,6,514,1341,2245,0,81,54.0,1.0,67.0,3232.0,9240.0,12437.0,0.0,Mon,0,0,0,,29,106,0,0,0.0,0.0,0.0,,401.0,832.0,0,259604,,,19 cases were recorded as Non Covid Deaths with Covid19 Positivity,1159,12,1145,,70836,51683,0,19,2022-01-22T01:52:14.530748+05:30,2150000,,,1076 cases were recorded as Non Covid Deaths with Covid19 Positivity,32078,680,31252,408229,730347,538354,0,1076,9.0,0.0
6,6,6,6,2021-11-24,NL,10,0,6,514,1341,2245,0,81,54.0,1.0,67.0,3232.0,9240.0,12437.0,0.0,Peren,0,0,0,,140,120,0,2,0.0,0.0,0.0,,673.0,758.0,0,163294,,,15 cases were recorded as Non Covid Deaths with Covid19 Positivity,922,6,916,,20964,14156,0,15,2022-01-22T01:52:14.530748+05:30,2150000,,,1076 cases were recorded as Non Covid Deaths with Covid19 Positivity,32078,680,31252,408229,730347,538354,0,1076,9.0,0.0
7,7,7,7,2021-11-24,NL,10,0,6,514,1341,2245,0,81,54.0,1.0,67.0,3232.0,9240.0,12437.0,0.0,Phek,0,0,0,,105,48,0,2,0.0,0.0,0.0,,920.0,879.0,0,163294,,,9 cases were recorded as Non Covid Deaths with Covid19 Positivity,604,18,586,,32720,22884,0,9,2022-01-22T01:52:14.530748+05:30,2150000,,,1076 cases were recorded as Non Covid Deaths with Covid19 Positivity,32078,680,31252,408229,730347,538354,0,1076,9.0,0.0
8,8,8,8,2021-11-24,NL,10,0,6,514,1341,2245,0,81,54.0,1.0,67.0,3232.0,9240.0,12437.0,0.0,Tuensang,0,0,0,,118,73,0,0,0.0,0.0,2.0,,1155.0,995.0,0,414801,,,3 cases were recorded as Non Covid Deaths with Covid19 Positivity,1100,13,1088,,39634,28638,0,3,2022-01-22T01:52:14.530748+05:30,2150000,,,1076 cases were recorded as Non Covid Deaths with Covid19 Positivity,32078,680,31252,408229,730347,538354,0,1076,9.0,0.0
9,9,9,9,2021-11-24,NL,10,0,6,514,1341,2245,0,81,54.0,1.0,67.0,3232.0,9240.0,12437.0,0.0,Wokha,0,0,0,,122,255,0,1,0.0,0.0,1.0,,282.0,561.0,0,166239,,,16 cases were recorded as Non Covid Deaths with Covid19 Positivity,406,11,390,,35569,25010,0,16,2022-01-22T01:52:14.530748+05:30,2150000,,,1076 cases were recorded as Non Covid Deaths with Covid19 Positivity,32078,680,31252,408229,730347,538354,0,1076,9.0,0.0
