,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-11-24,HP,116,3,47,0,6195,83134,0,762,587.0,15.0,834.0,0,33963.0,481740.0,0.0,Bilaspur,5,0,8,,213,3729,0,73,22.0,0.0,64.0,0.0,991.0,21144.0,0,382056,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,14556,85,14429,,326113,303449,0,1,2021-11-24 23:19:29,7300000,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,226705,3821,221936,,5796237,4838057,0,17,0.0,0.0
1,1,1,1,2021-11-24,HP,116,3,47,0,6195,83134,0,762,587.0,15.0,834.0,0,33963.0,481740.0,0.0,Chamba,1,0,1,,413,5593,0,11,6.0,0.0,10.0,0.0,2426.0,35694.0,0,518844,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,13716,160,13546,,371554,313858,0,2,2021-11-24 23:19:29,7300000,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,226705,3821,221936,,5796237,4838057,0,17,0.0,0.0
2,2,2,2,2021-11-24,HP,116,3,47,0,6195,83134,0,762,587.0,15.0,834.0,0,33963.0,481740.0,0.0,Hamirpur,15,0,9,,412,3785,0,147,107.0,2.0,150.0,0.0,1644.0,20386.0,0,454293,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,17863,300,17387,,380737,333924,0,1,2021-11-24 23:19:29,7300000,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,226705,3821,221936,,5796237,4838057,0,17,0.0,0.0
3,3,3,3,2021-11-24,HP,116,3,47,0,6195,83134,0,762,587.0,15.0,834.0,0,33963.0,481740.0,0.0,Kangra,28,2,6,,922,17956,0,275,209.0,7.0,292.0,0.0,5369.0,98162.0,0,1507223,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,51760,1168,50249,,1196752,992606,0,5,2021-11-24 23:19:29,7300000,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,226705,3821,221936,,5796237,4838057,0,17,0.0,0.0
4,4,4,4,2021-11-24,HP,116,3,47,0,6195,83134,0,762,587.0,15.0,834.0,0,33963.0,481740.0,0.0,Kinnaur,1,0,0,,0,19,0,9,5.0,0.0,3.0,0.0,49.0,970.0,0,84298,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,3525,39,3480,,79857,65553,0,0,2021-11-24 23:19:29,7300000,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,226705,3821,221936,,5796237,4838057,0,17,0.0,0.0
5,5,5,5,2021-11-24,HP,116,3,47,0,6195,83134,0,762,587.0,15.0,834.0,0,33963.0,481740.0,0.0,Kullu,1,0,1,,558,4556,0,16,4.0,0.0,19.0,0.0,3221.0,28550.0,0,437474,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,9735,158,9564,,358235,282494,0,2,2021-11-24 23:19:29,7300000,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,226705,3821,221936,,5796237,4838057,0,17,0.0,0.0
6,6,6,6,2021-11-24,HP,116,3,47,0,6195,83134,0,762,587.0,15.0,834.0,0,33963.0,481740.0,0.0,Lahaul and Spiti,0,0,0,,9,94,0,3,0.0,0.0,4.0,0.0,98.0,578.0,0,31528,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,2960,18,2940,,32105,22322,0,0,2021-11-24 23:19:29,7300000,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,226705,3821,221936,,5796237,4838057,0,17,0.0,0.0
7,7,7,7,2021-11-24,HP,116,3,47,0,6195,83134,0,762,587.0,15.0,834.0,0,33963.0,481740.0,0.0,Mandi,5,0,8,,926,10711,0,68,34.0,3.0,82.0,0.0,5286.0,68318.0,0,999518,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,31847,461,31334,,785978,668245,0,0,2021-11-24 23:19:29,7300000,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,226705,3821,221936,,5796237,4838057,0,17,0.0,0.0
8,8,8,8,2021-11-24,HP,116,3,47,0,6195,83134,0,762,587.0,15.0,834.0,0,33963.0,481740.0,0.0,Shimla,43,0,2,,915,8664,0,66,93.0,1.0,63.0,0.0,4674.0,47844.0,0,813384,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,27798,647,27019,,690191,573280,0,4,2021-11-24 23:19:29,7300000,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,226705,3821,221936,,5796237,4838057,0,17,0.0,0.0
9,9,9,9,2021-11-24,HP,116,3,47,0,6195,83134,0,762,587.0,15.0,834.0,0,33963.0,481740.0,0.0,Sirmaur,0,0,0,,694,12213,0,3,3.0,0.0,3.0,0.0,4001.0,56969.0,0,530164,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,15464,211,15249,,434104,370822,0,0,2021-11-24 23:19:29,7300000,2021-11-24 19:00:00+05:30,https://twitter.com/nhm_hp,,226705,3821,221936,,5796237,4838057,0,17,0.0,0.0
