,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
10,10,10,10,10,10,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Dang,0,0,0,361,233,1091,0,0.0,0.0,0.0,1448.0,1345.0,4513.0,226769,2021-11-24 23:19:18.621141,,,866,18,848,86147,161902,69337,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
11,11,11,11,11,11,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Devbhumi Dwarka,0,0,0,679,464,2983,0,0.0,0.0,0.0,4232.0,5002.0,18667.0,752484,2021-11-24 23:19:18.621141,,,4175,82,4093,251939,531448,382746,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
12,12,12,12,12,12,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Gandhinagar,2,0,1,1492,1357,11444,1,6.0,0.0,1.0,8548.0,7805.0,69038.0,1387478,2021-11-24 23:19:18.621141,,,20765,205,20554,854755,1191094,848802,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
13,13,13,13,13,13,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Gir Somnath,1,0,0,1012,5024,6603,1,2.0,0.0,3.0,6803.0,15179.0,96892.0,1217477,2021-11-24 23:19:18.621141,,,8575,67,8504,393101,871292,513688,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
14,14,14,14,14,14,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Jamnagar,0,0,0,1421,886,5672,4,11.0,0.0,3.0,9503.0,11133.0,37531.0,2159130,2021-11-24 23:19:18.621141,,,34998,478,34506,909273,1140580,765754,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
15,15,15,15,15,15,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Junagadh,0,0,0,2919,590,23482,21,0.0,0.0,3.0,27609.0,4567.0,117926.0,2742291,2021-11-24 23:19:18.621141,,,20542,272,20270,874637,1328096,1118395,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
16,16,16,16,16,16,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Kheda,0,0,0,2087,1219,22128,0,0.0,0.0,2.0,10120.0,7801.0,66363.0,2298934,2021-11-24 23:19:18.621141,,,10441,48,10393,658439,1476903,1121390,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
17,17,17,17,17,17,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Kutch,0,0,0,2841,1533,12138,3,8.0,0.0,4.0,17173.0,11242.0,102816.0,2090313,2021-11-24 23:19:18.621141,,,12649,145,12497,858164,1442818,952853,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
18,18,18,18,18,18,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Mahisagar,0,0,0,1198,2,21264,0,0.0,0.0,0.0,6577.0,86.0,56403.0,994624,2021-11-24 23:19:18.621141,,,8194,72,8122,406929,815734,585334,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
19,19,19,19,19,19,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Mehsana,0,0,1,2167,1212,11720,0,3.0,0.0,1.0,11320.0,6150.0,52527.0,2027727,2021-11-24 23:19:18.621141,,,24424,177,24244,726433,1423392,1014929,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
20,20,20,20,20,20,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Morbi,1,0,0,1093,1278,5239,2,1.0,0.0,3.0,6217.0,9931.0,39256.0,960329,2021-11-24 23:19:18.621141,,,6506,87,6418,394106,696238,406817,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
21,21,21,21,21,21,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Narmada,0,0,0,187,117,3582,0,2.0,0.0,0.0,1459.0,593.0,14705.0,590379,2021-11-24 23:19:18.621141,,,5957,15,5940,278457,414776,335357,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
22,22,22,22,22,22,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Navsari,1,0,1,1260,347,8052,2,10.0,1.0,7.0,7750.0,2239.0,36048.0,1330711,2021-11-24 23:19:18.621141,,,7240,25,7204,465399,954732,770471,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
23,23,23,23,23,23,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Panchmahal,0,0,0,1989,495,16042,0,0.0,0.0,1.0,11530.0,3058.0,79279.0,2388267,2021-11-24 23:19:18.621141,,,11771,70,11701,591289,1118453,841182,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
24,24,24,24,24,24,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Patan,0,0,0,1011,694,9993,0,0.0,0.0,0.0,6325.0,4019.0,49863.0,1342746,2021-11-24 23:19:18.621141,,,11624,129,11495,489533,861692,697282,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
25,25,25,25,25,25,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Porbandar,0,0,0,356,156,2119,0,0.0,0.0,0.0,2143.0,964.0,12859.0,586062,2021-11-24 23:19:18.621141,,,3486,19,3467,253859,422855,297873,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
26,26,26,26,26,26,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Rajkot,2,0,5,2174,3735,13609,10,12.0,0.0,18.0,20251.0,21838.0,93218.0,3157676,2021-11-24 23:19:18.621141,,,58012,725,57273,2120148,2275090,1508565,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
27,27,27,27,27,27,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Sabarkantha,0,0,0,1451,681,12797,3,3.0,0.0,0.0,6909.0,5627.0,74907.0,2427346,2021-11-24 23:19:18.621141,,,9323,157,9163,511271,1013443,788058,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
28,28,28,28,28,28,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Surat,2,0,3,12994,9622,25206,21,30.0,0.0,25.0,73539.0,72296.0,194671.0,4996391,2021-11-24 23:19:18.621141,,,143970,1956,141986,6646441,4925845,3058740,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
29,29,29,29,29,29,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Surendranagar,0,0,0,1569,2003,15376,1,0.0,0.0,3.0,6915.0,10529.0,82303.0,1755873,2021-11-24 23:19:18.621141,,,8124,136,7988,557848,1146890,954052,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
30,30,30,30,30,30,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Tapi,0,0,0,568,610,6414,1,0.0,0.0,1.0,3545.0,3251.0,23493.0,806489,2021-11-24 23:19:18.621141,,,4444,24,4418,263148,534926,365994,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
31,31,31,31,31,31,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Vadodara,3,0,6,5822,1607,9942,34,49.0,0.0,35.0,40252.0,14773.0,79797.0,3639775,2021-11-24 23:19:18.621141,,,78301,788,77457,2043576,2645345,2218463,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
32,32,32,32,32,32,2021-11-24,GJ,29,0,32,70262,49257,400803,170,228.0,2.0,201.0,438549.0,321713.0,2382999.0,Valsad,3,0,4,2279,1317,16036,23,14.0,1.0,26.0,14459.0,8173.0,90688.0,1703068,2021-11-24 23:19:18.621141,,,6470,55,6392,545912,1253931,924605,2021-11-24 23:19:18.620468,67936000,2021-11-24 23:19:18.621493,,,827134,10089,816729,32118612,45551685,32913402,0,0,0,0,0
