"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","9","1","1","0","1865","1843","13"
"East Jaintia Hills","5","1","0","0","2430","2394","31"
"East Khasi Hills","291","18","44","0","40977","39700","986"
"North Garo Hills","1","0","1","0","1683","1674","8"
"Ri-Bhoi","26","3","6","0","9693","9578","89"
"South Garo Hills","1","0","1","0","1216","1203","12"
"South West Garo Hills","5","1","0","0","1872","1850","17"
"South West Khasi Hills","6","2","0","0","2548","2525","17"
"West Garo Hills","10","2","3","0","9024","8942","72"
"West Jaintia Hills","30","1","8","0","6802","6639","133"
"West Khasi Hills","98","3","2","0","5449","5280","71"
"Total","482","32","66","0","83559","81628","1449"
