"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20172","19865","40","267"
"2","Chengalpattu","250350","247084","608","2658"
"3","Chennai","785332","773190","3073","9069"
"4","Coimbatore","337251","333838","795","2618"
"5","Cuddalore","75343","74293","155","895"
"6","Dharmapuri","36614","36279","52","283"
"7","Dindigul","38519","37726","128","665"
"8","Erode","134833","133745","354","734"
"9","Kallakurichi","36877","36645","17","215"
"10","Kancheepuram","97523","96139","82","1302"
"11","Kanyakumari","88883","87595","203","1085"
"12","Karur","30084","29675","37","372"
"13","Krishnagiri","61074","60412","291","371"
"14","Madurai","92659","91333","90","1236"
"15","Mayiladuthurai","27062","26614","118","330"
"16","Nagapattinam","25827","25411","41","375"
"17","Namakkal","69187","68520","133","534"
"18","Nilgiris","42667","42396","45","226"
"19","Perambalur","14865","14575","41","249"
"20","Pudukottai","35087","34613","48","426"
"21","Ramanathapuram","24959","24579","12","368"
"22","Ranipet","55749","54844","118","787"
"23","Salem","130188","128048","378","1762"
"24","Sivagangai","24828","24509","100","219"
"25","Tenkasi","33737","33154","93","490"
"26","Thanjavur","93201","92065","96","1040"
"27","Theni","51709","51061","115","533"
"28","Thirupathur","35930","35275","22","633"
"29","Thiruvallur","152467","150453","74","1940"
"30","Thiruvannamalai","67948","67237","26","685"
"31","Thiruvarur","48793","48228","92","473"
"32","Thoothukudi","66922","66400","74","448"
"33","Tirunelveli","65424","64805","174","445"
"34","Tiruppur","131180","129986","142","1052"
"35","Trichy","97407","96084","162","1161"
"36","Vellore","57863","56655","45","1163"
"37","Villupuram","55904","55438","99","367"
"38","Virudhunagar","59042","58387","100","555"
"39","Airport Surveillance 
(International)","1387","1377","9","1"
"40","Airport Surveillance 
(Domestic)","1155","1148","6","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,56,430","35,10,109","8,288","38,033"
