Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-07-07,HP,Bilaspur,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,18303,95,18179,,2022-07-07 19:55:42.622729,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,287094,4122,282023,,19,1
2022-07-07,HP,Chamba,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,16322,173,16032,,2022-07-07 19:55:42.622751,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,287094,4122,282023,,19,2
2022-07-07,HP,Hamirpur,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,23535,330,23110,,2022-07-07 19:55:42.622752,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,287094,4122,282023,,19,1
2022-07-07,HP,Kangra,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,64586,1248,63059,,2022-07-07 19:55:42.622754,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,287094,4122,282023,,19,7
2022-07-07,HP,Kinnaur,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,4510,41,4445,,2022-07-07 19:55:42.622755,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,287094,4122,282023,,19,0
2022-07-07,HP,Kullu,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,12050,162,11829,,2022-07-07 19:55:42.622757,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,287094,4122,282023,,19,2
2022-07-07,HP,Lahaul and Spiti,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,3256,18,3184,,2022-07-07 19:55:42.622758,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,287094,4122,282023,,19,0
2022-07-07,HP,Mandi,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,39055,502,38474,,2022-07-07 19:55:42.622759,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,287094,4122,282023,,19,0
2022-07-07,HP,Shimla,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,35991,717,35156,,2022-07-07 19:55:42.622762,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,287094,4122,282023,,19,4
2022-07-07,HP,Sirmaur,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,19954,221,19699,,2022-07-07 19:55:42.622764,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,287094,4122,282023,,19,0
2022-07-07,HP,Solan,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,30777,336,30394,,2022-07-07 19:55:42.622765,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,287094,4122,282023,,19,0
2022-07-07,HP,Una,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,18755,279,18462,,2022-07-07 19:55:42.622767,2022-07-07 17:00:00+05:30,https://twitter.com/nhm_hp,,287094,4122,282023,,19,2
