,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,8246,7724,129,2022-01-11,TT,35875790,484213,34570131,2022-01-11 11:38:21.290961,693155280,2022-01-10 00:00:00,1579928,1529099124,891795641,636319482,614435,317448,296705,https://www.icmr.gov.in/,168063,277,69959,3874456,4673847,9532304,1940,423,2645,96,25,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363524.857142857,1340190.2857142857,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2082843,2062732,14505,2022-01-11,TT,35875790,484213,34570131,2022-01-11 11:38:21.290961,693155280,2022-01-10 00:00:00,1579928,1529099124,891795641,636319482,73903267,42172563,31604946,https://www.icmr.gov.in/,168063,277,69959,3874456,4673847,9532304,58841,203206,387805,984,152,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363524.857142857,1340190.2857142857,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55692,55058,282,2022-01-11,TT,35875790,484213,34570131,2022-01-11 11:38:21.290961,693155280,2022-01-10 00:00:00,1579928,1529099124,891795641,636319482,1493523,833987,658131,https://www.icmr.gov.in/,168063,277,69959,3874456,4673847,9532304,6936,1637,9978,134,4,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363524.857142857,1340190.2857142857,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,628939,614542,6183,2022-01-11,TT,35875790,484213,34570131,2022-01-11 11:38:21.290961,693155280,2022-01-10 00:00:00,1579928,1529099124,891795641,636319482,39240052,22715351,16516271,https://www.icmr.gov.in/,168063,277,69959,3874456,4673847,9532304,80942,155487,244859,2198,416,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363524.857142857,1340190.2857142857,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,750137,717092,12106,2022-01-11,TT,35875790,484213,34570131,2022-01-11 11:38:21.290961,693155280,2022-01-10 00:00:00,1579928,1529099124,891795641,636319482,104682712,60868555,43749242,https://www.icmr.gov.in/,168063,277,69959,3874456,4673847,9532304,438470,140670,644055,4737,691,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363524.857142857,1340190.2857142857,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,69388,65054,1081,2022-01-11,TT,35875790,484213,34570131,2022-01-11 11:38:21.290961,693155280,2022-01-10 00:00:00,1579928,1529099124,891795641,636319482,1874253,1062149,811140,https://www.icmr.gov.in/,168063,277,69959,3874456,4673847,9532304,8073,5121,14158,967,77,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363524.857142857,1340190.2857142857,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1027433,994592,13619,2022-01-11,TT,35875790,484213,34570131,2022-01-11 11:38:21.290961,693155280,2022-01-10 00:00:00,1579928,1529099124,891795641,636319482,31597247,18835003,12739312,https://www.icmr.gov.in/,168063,277,69959,3874456,4673847,9532304,63039,60120,146091,4120,358,4,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363524.857142857,1340190.2857142857,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10805,10696,4,2022-01-11,TT,35875790,484213,34570131,2022-01-11 11:38:21.290961,693155280,2022-01-10 00:00:00,1579928,1529099124,891795641,636319482,1281681,735689,545196,https://www.icmr.gov.in/,168063,277,69959,3874456,4673847,9532304,2388,2645,5829,18,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363524.857142857,1340190.2857142857,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1568896,1477913,25177,2022-01-11,TT,35875790,484213,34570131,2022-01-11 11:38:21.290961,693155280,2022-01-10 00:00:00,1579928,1529099124,891795641,636319482,27724270,16016097,11689315,https://www.icmr.gov.in/,168063,277,69959,3874456,4673847,9532304,113079,65889,197826,19166,14076,17,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363524.857142857,1340190.2857142857,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,191501,177829,3533,2022-01-11,TT,35875790,484213,34570131,2022-01-11 11:38:21.290961,693155280,2022-01-10 00:00:00,1579928,1529099124,891795641,636319482,2491155,1362018,1127135,https://www.icmr.gov.in/,168063,277,69959,3874456,4673847,9532304,2400,3391,7793,1592,661,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363524.857142857,1340190.2857142857,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
