,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
778,2022-05-16,KL,Kasaragod,,,,166591,1390,162946,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
777,2022-05-16,KL,Kannur,,,,349091,4407,345156,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
728,2022-05-16,KL,Wayanad,,,,168349,966,166303,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
756,2022-05-16,KL,Kozhikode,,,,673403,6294,670048,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
763,2022-05-16,KL,Malappuram,,,,647103,6336,642857,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
749,2022-05-16,KL,Palakkad,,,,449829,5745,440920,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
746,2022-05-16,KL,Thrissur,,,,670077,7472,664944,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
745,2022-05-16,KL,Ernakulam,,,,887934,8306,873785,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
730,2022-05-16,KL,Idukki,,,,209299,1505,206297,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
736,2022-05-16,KL,Kottayam,,,,449737,4531,445888,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
735,2022-05-16,KL,Alappuzha,,,,390490,5237,387735,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
744,2022-05-16,KL,Pathanamthitta,,,,267330,2525,261779,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
747,2022-05-16,KL,Kollam,,,,511086,6491,506877,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
743,2022-05-16,KL,Thiruvananthapuram,,,,707512,8441,699320,,2022-05-19T15:35:41.385687+05:30,,,,6547831,69646,6474855,47296766,0,0
