"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative  
Since 
01.01.2022","",""
"Almora","51","58","66438","0","4552","70984","7"
"Bageshwar","11","14","36441","0","2096","38533","2"
"Chamoli","85","68","50192","2","3236","53426","15"
"Champawat","59","3","62803","0","1915","64715","13"
"Dehradun","468","355","385160","51","34043","419068","62"
"Haridwar","197","242","313831","14","13311","327112","22"
"Nainital","190","150","94275","15","11502","105707","25"
"Pauri Garhwal","293","304","99208","2","5309","104510","19"
"Pithoragarh","30","45","43255","1","2569","45812","5"
"Rudraprayag","21","12","28286","0","2718","31004","9"
"Tehri Garhwal","80","87","40020","5","2410","42423","12"
"US Nagar","500","161","143130","5","8870","151976","43"
"Uttarkashi","100","259","44123","7","1715","45836","17"
"Total","2085","1758","1407162","102","94246","1501106","251"
