"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","353","86","231526","3","12229","243755","793"
"Bageshwar","153","730","205105","1","5766","210871","352"
"Chamoli","358","496","284485","2","12249","296734","562"
"Champawat","685","789","238494","0","7613","246107","899"
"Dehradun","1554","2468","1880094","5","112581","1992675","843"
"Haridwar","3281","5406","2103297","4","51561","2154858","1276"
"Nainital","936","1226","543102","2","39319","582421","763"
"Pauri Garhwal","988","1252","387689","0","17726","405415","543"
"Pithoragarh","368","567","214862","0","10267","225129","653"
"Rudraprayag","345","555","191719","0","8802","200521","496"
"Tehri Garhwal","265","624","297013","0","15840","312853","394"
"US Nagar","1253","1333","904126","0","37889","942015","445"
"Uttarkashi","292","143","334850","0","12560","347410","727"
"Total","10831","15675","7816362","17","344402","8160764","8746"
