,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10741,10612,129,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,991004,347595,353209,290200,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,1,37,24,62,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2339058,2324314,14733,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,110540524,44701082,47571300,18268142,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,34,24,984,1042,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66889,66591,296,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,1903970,959710,819551,124709,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,30,52,199,281,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746099,738064,8035,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,50269131,24809496,22119896,3339739,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,53,541,771,1365,0,0,0,,,1332900000,Assam,34293000
4,Bihar,851353,839037,12302,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,157111254,73446465,67849943,15814846,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,211,931,1241,2383,1,1,0,,,1332900000,Bihar,119520000
5,Chandigarh,99337,98154,1181,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,2280729,1184856,985164,110709,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,8,24,11,43,0,2,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177733,1163579,14146,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,49059635,21263420,20315878,7480337,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,62,532,1720,2314,0,2,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,1578293,782233,636786,159274,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,0,0,0,0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2006986,1980440,26518,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,37347012,18289813,15705402,3351797,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,80,210,646,936,5,8,0,,,1332900000,Delhi,19814000
9,Goa,259036,255003,4013,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,2872322,1439793,1295340,137189,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,1,2,0,3,1,4,0,,,1332900000,Goa,1540000
10,Gujarat,1277462,1266229,11043,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,127681674,54383275,54001198,19297201,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,108,482,3533,4123,3,10,0,,,1332900000,Gujarat,67936000
11,Haryana,1056530,1045773,10714,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,45438943,23670694,19822951,1945298,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,47,145,218,410,10,8,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,312581,308347,4213,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,15238935,6644751,6320120,2274064,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,80,164,1465,1709,6,1,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,479372,474566,4785,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,24723475,11370635,11764684,1588156,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,31,16,405,452,1,3,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,442567,437236,5331,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,43562009,23923774,17706810,1931425,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,1512,1265,1536,4313,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,4071362,4029425,40303,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,120739159,55151375,55299967,10287817,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,92,683,1787,2562,22,31,0,,,1332900000,Karnataka,65798000
16,Kerala,6826571,6753453,71500,2022-12-04,TT,44673392,530628,44138235,2022-12-05 10:12:01.668655,907369299,2022-12-03 00:00:00,198632,2199406227,1027062223,950823816,221520188,57465266,29145918,25256672,3062676,https://www.icmr.gov.in/,226,1,293,28992,12717,3667,45376,99,418,674,1191,93,89,0,,,1332900000,Kerala,35125000
