"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19884","19616","1","267"
"2","Chengalpattu","236388","233484","246","2658"
"3","Chennai","753650","743801","781","9068"
"4","Coimbatore","330169","327471","81","2617"
"5","Cuddalore","74275","73378","2","895"
"6","Dharmapuri","36196","35912","1","283"
"7","Dindigul","37483","36815","3","665"
"8","Erode","132691","131947","10","734"
"9","Kallakurichi","36525","36307","3","215"
"10","Kancheepuram","94575","93204","69","1302"
"11","Kanyakumari","86274","85161","28","1085"
"12","Karur","29759","29386","1","372"
"13","Krishnagiri","59651","59281","0","370"
"14","Madurai","91077","89823","18","1236"
"15","Mayiladuthurai","26498","26168","0","330"
"16","Nagapattinam","25444","25068","1","375"
"17","Namakkal","68013","67479","0","534"
"18","Nilgiris","42149","41910","13","226"
"19","Perambalur","14463","14212","2","249"
"20","Pudukottai","34476","34047","3","426"
"21","Ramanathapuram","24683","24315","0","368"
"22","Ranipet","53948","53151","10","787"
"23","Salem","127419","125642","15","1762"
"24","Sivagangai","23847","23621","7","219"
"25","Tenkasi","32748","32257","1","490"
"26","Thanjavur","92172","91131","2","1039"
"27","Theni","50604","50071","0","533"
"28","Thirupathur","35738","35105","0","633"
"29","Thiruvallur","147645","145636","70","1939"
"30","Thiruvannamalai","66817","66130","2","685"
"31","Thiruvarur","48023","47547","4","472"
"32","Thoothukudi","64982","64525","9","448"
"33","Tirunelveli","62797","62336","16","445"
"34","Tiruppur","129947","128891","4","1052"
"35","Trichy","94997","93820","16","1161"
"36","Vellore","57336","56168","5","1163"
"37","Villupuram","54591","54223","2","366"
"38","Virudhunagar","56845","56288","3","554"
"39","Airport Surveillance 
(International)","1302","1285","16","1"
"40","Airport Surveillance 
(Domestic)","1128","1119","8","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,57,637","34,18,159","1,453","38,025"
