"","COVID 19 STATUS AS ON 17/03/2022","","","","","","","","","","","","","",""
"S No.","District","Positive Cases","","","","","","","","","","Active","","","Deaths"
"","","TODAY","","","","","","","Cumulative","","","","","Recovered",""
"","","Local","","Non-Local","","Total","","Grand 
Total","","","","","","",""
"","","Travelers","Others","Travelers","Others","Travelers","Others","","Local","Non- 
Local","Total","","Today","Cumulati
ve",""
"1","LEH","0","0","1","2","1","2","03","12712","10208","22920","52","16","22700","168"
"2","KARGIL","0","0","0","0","0","0","00","4195","1080","5275","02","00","5213","60"
"","Total","0","0","1","2","1","2","3","16907","11288","28195","54","16","27913","228"
