"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4515","4127","2","4","382"
"Bageshwar","2088","2001","1","0","86"
"Chamoli","3200","3088","3","3","106"
"Champawat","1910","1888","1","1","20"
"Dehradun","33004","32381","83","174","366"
"Haridwar","13101","12835","7","25","234"
"Nainital","11329","11254","8","29","38"
"Pauri Garhwal","5270","4279","5","18","968"
"Pithoragarh","2559","2420","0","4","135"
"Rudraprayag","2702","2574","0","2","126"
"Tehri Garhwal","2353","2021","1","5","326"
"U.S. Nagar","8790","8510","2","5","273"
"Uttarkashi","1641","1466","2","5","168"
"Total","92462","88844","115","275","3228"
