"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","136","87","62303","0","4515","66812","67"
"Bageshwar","0","1","33981","0","2088","36065","0"
"Chamoli","66","43","46856","0","3200","50054","33"
"Champawat","25","1","60651","0","1910","62558","15"
"Dehradun","418","321","361104","14","33004","393973","70"
"Haridwar","117","156","303598","3","13101","316669","21"
"Nainital","342","292","79816","1","11329","91075","71"
"Pauri Garhwal","92","100","92213","2","5270","97476","17"
"Pithoragarh","91","11","39721","0","2559","42268","32"
"Rudraprayag","18","9","26604","0","2702","29306","7"
"Tehri Garhwal","97","92","34029","1","2353","36375","35"
"US Nagar","655","120","132166","2","8790","140932","79"
"Uttarkashi","152","8","36968","0","1641","38607","53"
"Total","2209","1241","1310010","23","92462","1402170","500"
