"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","44","76","69830","2","4881","74705","0"
"Bageshwar","19","21","39548","1","2159","41703","0"
"Chamoli","31","17","51514","3","3350","54862","0"
"Champawat","31","52","65337","0","1992","67326","0"
"Dehradun","419","469","411577","12","38690","450132","32"
"Haridwar","133","174","324633","1","14023","338626","8"
"Nainital","216","246","105188","20","13251","118369","19"
"Pauri Garhwal","124","125","107182","2","5581","112756","9"
"Pithoragarh","9","7","44471","3","2742","47201","0"
"Rudraprayag","40","19","30947","0","3039","33986","0"
"Tehri Garhwal","169","148","47478","1","2612","50083","18"
"US Nagar","391","585","156930","4","9306","166212","32"
"Uttarkashi","64","103","47118","0","1910","49026","0"
"Total","1690","2042","1501753","49","103536","1604987","118"
