,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7716,7579,129,2021-12-28,TT,34799691,480290,34243945,2021-12-28 11:52:32.948669,674078531,2021-12-27 00:00:00,1141910,1424922273,839816027,585106246,590737,299265,291472,https://www.icmr.gov.in/,6358,293,6450,5874800,1762907,7637707,72,512,584,2,3,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2076546,2060957,14490,2021-12-28,TT,34799691,480290,34243945,2021-12-28 11:52:32.948669,674078531,2021-12-27 00:00:00,1141910,1424922273,839816027,585106246,67933042,39240714,28692328,https://www.icmr.gov.in/,6358,293,6450,5874800,1762907,7637707,130397,330962,461359,54,121,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55334,55036,280,2021-12-28,TT,34799691,480290,34243945,2021-12-28 11:52:32.948669,674078531,2021-12-27 00:00:00,1141910,1424922273,839816027,585106246,1451678,804372,647306,https://www.icmr.gov.in/,6358,293,6450,5874800,1762907,7637707,432,1469,1901,2,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,620237,611991,6158,2021-12-28,TT,34799691,480290,34243945,2021-12-28 11:52:32.948669,674078531,2021-12-27 00:00:00,1141910,1424922273,839816027,585106246,37117257,21707499,15409758,https://www.icmr.gov.in/,6358,293,6450,5874800,1762907,7637707,7895,154066,161961,103,88,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726482,714270,12095,2021-12-28,TT,34799691,480290,34243945,2021-12-28 11:52:32.948669,674078531,2021-12-27 00:00:00,1141910,1424922273,839816027,585106246,97778322,57433435,40344887,https://www.icmr.gov.in/,6358,293,6450,5874800,1762907,7637707,144989,711066,856055,26,7,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65781,64600,1078,2021-12-28,TT,34799691,480290,34243945,2021-12-28 11:52:32.948669,674078531,2021-12-27 00:00:00,1141910,1424922273,839816027,585106246,1684957,967992,716965,https://www.icmr.gov.in/,6358,293,6450,5874800,1762907,7637707,3236,6771,10007,7,5,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1007672,993729,13598,2021-12-28,TT,34799691,480290,34243945,2021-12-28 11:52:32.948669,674078531,2021-12-27 00:00:00,1141910,1424922273,839816027,585106246,29391854,17560206,11831648,https://www.icmr.gov.in/,6358,293,6450,5874800,1762907,7637707,15504,66366,81870,49,33,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10691,10686,4,2021-12-28,TT,34799691,480290,34243945,2021-12-28 11:52:32.948669,674078531,2021-12-27 00:00:00,1141910,1424922273,839816027,585106246,1204660,695336,509324,https://www.icmr.gov.in/,6358,293,6450,5874800,1762907,7637707,696,2652,3348,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1443683,1417288,25106,2021-12-28,TT,34799691,480290,34243945,2021-12-28 11:52:32.948669,674078531,2021-12-27 00:00:00,1141910,1424922273,839816027,585106246,25768860,14979825,10789035,https://www.icmr.gov.in/,6358,293,6450,5874800,1762907,7637707,62708,112647,175355,331,144,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,180117,176133,3519,2021-12-28,TT,34799691,480290,34243945,2021-12-28 11:52:32.948669,674078531,2021-12-27 00:00:00,1141910,1424922273,839816027,585106246,2395305,1299308,1095997,https://www.icmr.gov.in/,6358,293,6450,5874800,1762907,7637707,723,3584,4307,67,51,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
