,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2021-12-28,TN,619,6,638,102826,84929,181251,4750,4248.0,59.0,4730.0,713820.0,760126.0,1763142.0,Ariyalur,1,0,1,,341,4407,2,2.0,0.0,9.0,,4303.0,26670.0,752481,,,,16948,264,16675,,601844,391874,2021-12-28T23:59:34.024445+05:30,75695000,,,,2745261,36750,2701974,57130470,49600073,33042408,0,0,0,0,0
1,1,1,1,1,2021-12-28,TN,619,6,638,102826,84929,181251,4750,4248.0,59.0,4730.0,713820.0,760126.0,1763142.0,Chengalpattu,59,1,46,,2147,4731,360,358.0,2.0,375.0,,20250.0,49667.0,2556244,,,,175231,2547,172193,,1522586,1008839,2021-12-28T23:59:34.024445+05:30,75695000,,,,2745261,36750,2701974,57130470,49600073,33042408,0,0,0,0,0
2,2,2,2,2,2021-12-28,TN,619,6,638,102826,84929,181251,4750,4248.0,59.0,4730.0,713820.0,760126.0,1763142.0,Chennai,196,1,122,,6958,15893,826,1119.0,8.0,924.0,,64392.0,146070.0,7100000,,,,561709,8648,551542,,5395187,3931395,2021-12-28T23:59:34.024445+05:30,75695000,,,,2745261,36750,2701974,57130470,49600073,33042408,0,0,0,0,0
3,3,3,3,3,2021-12-28,TN,619,6,638,102826,84929,181251,4750,4248.0,59.0,4730.0,713820.0,760126.0,1763142.0,Coimbatore,84,1,107,,1853,5918,761,628.0,10.0,726.0,,17401.0,75545.0,3472578,,,,253148,2509,249651,,2874103,1964210,2021-12-28T23:59:34.024445+05:30,75695000,,,,2745261,36750,2701974,57130470,49600073,33042408,0,0,0,0,0
4,4,4,4,4,2021-12-28,TN,619,6,638,102826,84929,181251,4750,4248.0,59.0,4730.0,713820.0,760126.0,1763142.0,Cuddalore,6,0,3,,7908,12811,42,68.0,2.0,37.0,,50498.0,90850.0,2600880,,,,64588,876,63622,,2088523,1420070,2021-12-28T23:59:34.024445+05:30,75695000,,,,2745261,36750,2701974,57130470,49600073,33042408,0,0,0,0,0
5,5,5,5,5,2021-12-28,TN,619,6,638,102826,84929,181251,4750,4248.0,59.0,4730.0,713820.0,760126.0,1763142.0,Dharmapuri,2,1,4,,1232,3210,50,33.0,2.0,48.0,,8419.0,22743.0,1502900,,,,28987,281,28649,,869140,534554,2021-12-28T23:59:34.024445+05:30,75695000,,,,2745261,36750,2701974,57130470,49600073,33042408,0,0,0,0,0
6,6,6,6,6,2021-12-28,TN,619,6,638,102826,84929,181251,4750,4248.0,59.0,4730.0,713820.0,760126.0,1763142.0,Dindigul,2,0,5,,1779,7092,24,23.0,0.0,24.0,,23647.0,78890.0,2161367,,,,33343,652,32648,,1625275,1090249,2021-12-28T23:59:34.024445+05:30,75695000,,,,2745261,36750,2701974,57130470,49600073,33042408,0,0,0,0,0
7,7,7,7,7,2021-12-28,TN,619,6,638,102826,84929,181251,4750,4248.0,59.0,4730.0,713820.0,760126.0,1763142.0,Erode,39,1,52,,2235,5410,365,286.0,3.0,385.0,,19032.0,50890.0,2259608,,,,107676,711,106495,,1583549,1103636,2021-12-28T23:59:34.024445+05:30,75695000,,,,2745261,36750,2701974,57130470,49600073,33042408,0,0,0,0,0
8,8,8,8,8,2021-12-28,TN,619,6,638,102826,84929,181251,4750,4248.0,59.0,4730.0,713820.0,760126.0,1763142.0,Kallakurichi,0,0,2,,2058,5025,13,11.0,0.0,8.0,,17031.0,49740.0,1370281,,,,31608,210,31379,,917248,707542,2021-12-28T23:59:34.024445+05:30,75695000,,,,2745261,36750,2701974,57130470,49600073,33042408,0,0,0,0,0
9,9,9,9,9,2021-12-28,TN,619,6,638,102826,84929,181251,4750,4248.0,59.0,4730.0,713820.0,760126.0,1763142.0,Kancheepuram,19,0,11,,1368,4907,131,116.0,0.0,125.0,,9645.0,27377.0,1166401,,,,76081,1266,74656,,754489,462801,2021-12-28T23:59:34.024445+05:30,75695000,,,,2745261,36750,2701974,57130470,49600073,33042408,0,0,0,0,0
