,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2023-09-22,TT,Andaman and Nicobar Islands,,,,10766,129,10637,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
1,2023-09-22,TT,Andhra Pradesh,,,,2340676,14733,2325943,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
2,2023-09-22,TT,Arunachal Pradesh,,,,67049,296,66753,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
3,2023-09-22,TT,Assam,,,,746159,8035,738119,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
4,2023-09-22,TT,Bihar,,,,855267,12314,842952,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
5,2023-09-22,TT,Chandigarh,,,,100693,1185,99508,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
6,2023-09-22,TT,Chhattisgarh,,,,1187695,14190,1173505,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
7,2023-09-22,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11592,4,11588,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
8,2023-09-22,TT,Delhi,,,,2040937,26666,2014261,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
9,2023-09-22,TT,Goa,,,,263352,4014,259338,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
10,2023-09-22,TT,Gujarat,,,,1291386,11079,1280305,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
11,2023-09-22,TT,Haryana,,,,1078915,10755,1068130,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
12,2023-09-22,TT,Himachal Pradesh,,,,322919,4242,318669,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
13,2023-09-22,TT,Jammu and Kashmir,,,,482023,4792,477231,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
14,2023-09-22,TT,Jharkhand,,,,443827,5334,438493,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
15,2023-09-22,TT,Karnataka,,,,4088805,40358,4048420,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
16,2023-09-22,TT,Kerala,,,,6907275,72042,6835212,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
17,2023-09-22,TT,Ladakh,,,,29602,231,29371,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
18,2023-09-22,TT,Lakshadweep,,,,11415,52,11363,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
19,2023-09-22,TT,Maharashtra,,,,8171355,148561,8022605,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
20,2023-09-22,TT,Manipur,,,,140034,2149,137885,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
21,2023-09-22,TT,Meghalaya,,,,96985,1628,95355,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
22,2023-09-22,TT,Mizoram,,,,239561,734,238827,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
23,2023-09-22,TT,Madhya Pradesh,,,,1056351,10786,1045565,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
24,2023-09-22,TT,Nagaland,,,,36033,782,35251,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
25,2023-09-22,TT,Odisha,,,,1348418,9215,1339143,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
26,2023-09-22,TT,Puducherry,,,,177547,1981,175566,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
27,2023-09-22,TT,Punjab,,,,793648,19338,773076,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
28,2023-09-22,TT,Rajasthan,,,,1326465,9736,1316729,,,2023-09-22 17:57:27.082390,,,,44998338,532031,44465836,935237420,2206770644
