"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"","1","Bagalakote","0","41191","0","40819","3","0","369","369"
"","2","Ballari","0","117288","6","115471","28","0","1787","1787"
"","3","Belagavi","3","101770","1","100744","18","0","1006","1006"
"","4","Bengaluru Rural","0","80342","3","79428","4","0","910","910"
"","5","Bengaluru urban","89","1873506","36","1853732","2784","0","16989","16989"
"","6","Bidar","0","30044","0","29618","2","0","420","420"
"","7","Chamarajanagara","1","44351","0","43811","1","0","528","528"
"","8","Chikkaballapura","1","56148","3","55676","9","0","462","462"
"","9","Chikkamagaluru","1","58072","0","57663","2","0","407","407"
"","10","Chitradurga","0","46564","0","46322","1","0","241","241"
"","11","Dakshina 
Kannada","7","137123","5","135240","22","0","1851","1851"
"","12","Davanagere","0","58156","2","57524","4","0","628","628"
"","13","Dharwada","10","86237","2","84802","20","0","1408","1408"
"","14","Gadag","0","30692","0","30350","3","0","339","339"
"","15","Hassana","3","145716","3","144394","12","0","1308","1308"
"","16","Haveri","2","27181","3","26503","4","0","674","674"
"","17","Kalaburagi","6","77584","0","76671","24","0","889","889"
"","18","Kodagu","4","50824","8","50453","16","0","354","354"
"","19","Kolara","1","64135","1","63463","5","0","667","667"
"","20","Koppala","0","41569","0","41025","0","0","544","544"
"","21  Mandya","","1","102395","0","101677","6","0","712","712"
"","22  Mysuru","","14","233724","7","231093","59","1","2571","2572"
"","23","Raichuru","0","46297","0","45920","8","0","369","369"
"","24","Ramanagara","1","31280","1","30930","2","0","348","348"
"","25","Shivamogga","3","84594","4","83434","15","0","1144","1144"
"","26","Tumakuru","2","160867","1","159638","6","0","1223","1223"
"","27","Udupi","4","96402","4","95836","16","0","550","550"
"","28","Uttara Kannada","3","71984","1","71160","6","0","818","818"
"","29","Vijayapura","0","41210","0","40682","6","0","522","522"
"","30","Yadagiri","1","30024","0","29812","1","0","211","211"
"","31","Others*","0","36","0","33","0","0","3","3"
"","Total","","157*","4067306","91","4023924","3087","1","40252","40253"
"^
   
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
*includes triaged blocklog cases from BBMP 
 
Date: 19-10 -2022 
Page 5 of 7","","","","","","","","","",""
