"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19887","19619","1","267"
"2","Chengalpattu","238123","234269","1196","2658"
"3","Chennai","757963","745815","3080","9068"
"4","Coimbatore","330669","327705","347","2617"
"5","Cuddalore","74303","73389","19","895"
"6","Dharmapuri","36209","35917","9","283"
"7","Dindigul","37487","36818","4","665"
"8","Erode","132744","131978","32","734"
"9","Kallakurichi","36528","36310","3","215"
"10","Kancheepuram","94943","93366","275","1302"
"11","Kanyakumari","86661","85275","301","1085"
"12","Karur","29771","29389","10","372"
"13","Krishnagiri","59685","59291","24","370"
"14","Madurai","91193","89861","96","1236"
"15","Mayiladuthurai","26514","26177","7","330"
"16","Nagapattinam","25452","25070","7","375"
"17","Namakkal","68044","67487","23","534"
"18","Nilgiris","42221","41959","36","226"
"19","Perambalur","14490","14219","22","249"
"20","Pudukottai","34484","34051","7","426"
"21","Ramanathapuram","24686","24315","3","368"
"22","Ranipet","54041","53184","70","787"
"23","Salem","127501","125683","56","1762"
"24","Sivagangai","23902","23642","41","219"
"25","Tenkasi","32779","32263","26","490"
"26","Thanjavur","92197","91141","16","1040"
"27","Theni","50633","50073","27","533"
"28","Thirupathur","35752","35106","13","633"
"29","Thiruvallur","148125","145818","368","1939"
"30","Thiruvannamalai","66865","66141","39","685"
"31","Thiruvarur","48038","47554","12","472"
"32","Thoothukudi","65135","64549","138","448"
"33","Tirunelveli","62945","62378","122","445"
"34","Tiruppur","129995","128906","37","1052"
"35","Trichy","95113","93872","80","1161"
"36","Vellore","57389","56185","41","1163"
"37","Villupuram","54611","54229","16","366"
"38","Virudhunagar","56908","56297","57","554"
"39","Airport Surveillance 
(International)","1327","1311","15","1"
"40","Airport Surveillance 
(Domestic)","1131","1129","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,66,872","34,22,169","6,677","38,026"
