"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19605","11","267"
"2","Chengalpattu","235146","232069","420","2657"
"3","Chennai","750207","740158","984","9065"
"4","Coimbatore","329652","326490","548","2614"
"5","Cuddalore","74216","73258","65","893"
"6","Dharmapuri","36167","35856","28","283"
"7","Dindigul","37462","36776","21","665"
"8","Erode","132622","131742","146","734"
"9","Kallakurichi","36513","36286","12","215"
"10","Kancheepuram","94322","92888","132","1302"
"11","Kanyakumari","86170","84985","100","1085"
"12","Karur","29748","29348","28","372"
"13","Krishnagiri","59604","59168","66","370"
"14","Madurai","91009","89728","45","1236"
"15","Mayiladuthurai","26494","26154","11","329"
"16","Nagapattinam","25432","25031","26","375"
"17","Namakkal","67981","67359","88","534"
"18","Nilgiris","42035","41640","169","226"
"19","Perambalur","14456","14199","8","249"
"20","Pudukottai","34452","34004","22","426"
"21","Ramanathapuram","24659","24274","17","368"
"22","Ranipet","53908","53088","33","787"
"23","Salem","127317","125429","126","1762"
"24","Sivagangai","23799","23529","51","219"
"25","Tenkasi","32736","32237","9","490"
"26","Thanjavur","92086","90977","71","1038"
"27","Theni","50589","50047","10","532"
"28","Thirupathur","35723","35082","8","633"
"29","Thiruvallur","147363","145264","160","1939"
"30","Thiruvannamalai","66782","66067","31","684"
"31","Thiruvarur","48000","47490","38","472"
"32","Thoothukudi","64935","64453","35","447"
"33","Tirunelveli","62737","62255","37","445"
"34","Tiruppur","129857","128679","126","1052"
"35","Trichy","94901","93624","117","1160"
"36","Vellore","57220","55972","85","1163"
"37","Villupuram","54575","54177","32","366"
"38","Virudhunagar","56800","56215","31","554"
"39","Airport Surveillance 
(International)","1243","1239","3","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,50,333","34,08,373","3,950","38,010"
