"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20181","19901","13","267"
"2","Chengalpattu","250683","247628","397","2658"
"3","Chennai","786177","774506","2602","9069"
"4","Coimbatore","337807","334534","655","2618"
"5","Cuddalore","75438","74412","131","895"
"6","Dharmapuri","36668","36326","59","283"
"7","Dindigul","38599","37843","91","665"
"8","Erode","135095","134039","322","734"
"9","Kallakurichi","36892","36669","8","215"
"10","Kancheepuram","97606","96246","58","1302"
"11","Kanyakumari","88969","87738","146","1085"
"12","Karur","30119","29708","39","372"
"13","Krishnagiri","61312","60664","277","371"
"14","Madurai","92753","91422","95","1236"
"15","Mayiladuthurai","27147","26704","113","330"
"16","Nagapattinam","25860","25449","36","375"
"17","Namakkal","69293","68644","115","534"
"18","Nilgiris","42686","42438","22","226"
"19","Perambalur","14877","14587","41","249"
"20","Pudukottai","35113","34659","28","426"
"21","Ramanathapuram","24963","24585","10","368"
"22","Ranipet","55834","55011","36","787"
"23","Salem","130401","128378","261","1762"
"24","Sivagangai","24881","24597","65","219"
"25","Tenkasi","33778","33237","51","490"
"26","Thanjavur","93290","92140","110","1040"
"27","Theni","51736","51165","38","533"
"28","Thirupathur","35952","35291","28","633"
"29","Thiruvallur","152602","150574","88","1940"
"30","Thiruvannamalai","67999","67285","29","685"
"31","Thiruvarur","48846","48310","63","473"
"32","Thoothukudi","66965","66470","47","448"
"33","Tirunelveli","65527","64950","132","445"
"34","Tiruppur","131336","130132","152","1052"
"35","Trichy","97505","96232","112","1161"
"36","Vellore","57903","56693","47","1163"
"37","Villupuram","55961","55543","51","367"
"38","Virudhunagar","59082","58470","57","555"
"39","Airport Surveillance 
(International)","1387","1384","2","1"
"40","Airport Surveillance 
(Domestic)","1159","1154","4","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,60,810","35,16,146","6,631","38,033"
