"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","10","0","1","0","1867","1844","13"
"East Jaintia Hills","4","0","0","0","2430","2395","31"
"East Khasi Hills","284","14","18","1","41025","39754","987"
"North Garo Hills","3","1","0","0","1685","1674","8"
"Ri-Bhoi","24","1","3","0","9697","9584","89"
"South Garo Hills","1","0","0","0","1216","1203","12"
"South West Garo Hills","3","0","1","0","1872","1852","17"
"South West Khasi Hills","6","0","0","0","2548","2525","17"
"West Garo Hills","12","3","1","0","9027","8943","72"
"West Jaintia Hills","28","1","0","0","6803","6642","133"
"West Khasi Hills","56","2","27","0","5457","5330","71"
"Total","431","22","51","1","83627","81746","1450"
