"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16879","16581","37","261"
"2","Chengalpattu","172509","169143","852","2514"
"3","Chennai","555680","545893","1220","8567"
"4","Coimbatore","247720","244150","1138","2432"
"5","Cuddalore","64219","63176","173","870"
"6","Dharmapuri","28564","28120","168","276"
"7","Dindigul","33140","32432","60","648"
"8","Erode","104884","103430","763","691"
"9","Kallakurichi","31441","31121","110","210"
"10","Kancheepuram","75207","73644","303","1260"
"11","Kanyakumari","62535","61271","214","1050"
"12","Karur","24273","23677","237","359"
"13","Krishnagiri","43684","43165","169","350"
"14","Madurai","75314","73997","139","1178"
"15","Mayiladuthurai","23315","22956","43","316"
"16","Nagapattinam","21156","20688","116","352"
"17","Namakkal","52623","51661","460","502"
"18","Nilgiris","33729","33306","210","213"
"19","Perambalur","12082","11817","21","244"
"20","Pudukottai","30241","29732","92","417"
"21","Ramanathapuram","20585","20196","30","359"
"22","Ranipet","43490","42632","83","775"
"23","Salem","100394","98117","588","1689"
"24","Sivagangai","20281","19948","125","208"
"25","Tenkasi","27378","26860","33","485"
"26","Thanjavur","75656","74266","408","982"
"27","Theni","43588","43043","24","521"
"28","Thirupathur","29346","28652","68","626"
"29","Thiruvallur","119675","117471","361","1843"
"30","Thiruvannamalai","55069","54269","132","668"
"31","Thiruvarur","41628","40954","227","447"
"32","Thoothukudi","56394","55869","116","409"
"33","Tirunelveli","49462","48899","130","433"
"34","Tiruppur","95990","94322","685","983"
"35","Trichy","77828","76381","386","1061"
"36","Vellore","49982","48666","183","1133"
"37","Villupuram","45941","45477","108","356"
"38","Virudhunagar","46333","45728","57","548"
"39","Airport Surveillance 
(International)","1028","1025","2","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,10,756","26,64,247","10,271","36,238"
