"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","7","54","65675","0","4532","70201","0"
"Bageshwar","19","22","35536","0","2089","37621","1"
"Chamoli","80","54","49036","1","3207","52241","10"
"Champawat","0","0","62640","0","1912","64549","0"
"Dehradun","390","436","373929","9","33295","407089","37"
"Haridwar","103","282","308340","1","13150","321460","13"
"Nainital","218","226","88536","3","11380","99846","18"
"Pauri Garhwal","147","156","95318","0","5282","100593","15"
"Pithoragarh","6","9","41867","0","2560","44415","1"
"Rudraprayag","30","23","27586","2","2714","30300","6"
"Tehri Garhwal","46","87","37911","0","2377","40281","7"
"US Nagar","468","206","138424","2","8815","147215","57"
"Uttarkashi","124","218","41051","3","1665","42714","21"
"Total","1638","1773","1365849","21","92978","1458525","186"
