,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7683,7546,129,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,551563,296743,254820,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,172,2067,2239,2,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2072725,2056184,14439,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,59430952,34685194,24745758,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,129240,166244,295484,101,138,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55273,54958,280,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,1404066,793938,610128,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,1122,2929,4051,4,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,616708,608015,6098,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,32961655,21087224,11874431,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,47907,163795,211702,140,230,6,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726219,716517,9663,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,80869489,54289855,26579634,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,150467,447439,597906,2,4,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65456,64578,820,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,1568675,940604,628071,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,964,4051,5015,8,4,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1006779,992868,13593,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,25767099,16401237,9365862,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,55777,87777,143554,16,28,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,1111394,674190,437204,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,594,2736,3330,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1440900,1415517,25098,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,22632081,13842406,8789675,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,48149,84651,132800,34,36,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,178890,175230,3384,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,2311036,1282226,1028810,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,820,3591,4411,24,19,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,827435,817081,10092,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,80558881,45773290,34785591,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,55851,468798,524649,27,49,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,771692,761473,10054,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,28589189,18560280,10028909,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,37321,95733,133054,16,19,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,227093,222422,3847,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,10940061,5820639,5119422,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,4676,47899,52575,90,61,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,336681,330579,4476,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,16582594,9597744,6984850,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,3758,40448,44206,150,181,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,349232,343997,5140,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,24299958,16530474,7769484,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,58392,100246,158638,11,9,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,2995857,2950747,38203,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,73862078,44633864,29228214,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,175123,385876,560999,257,205,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Karnataka,65798000
16,Kerala,5137091,5051998,39955,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,42874210,25670723,17203487,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,19038,167569,186607,3382,5779,117,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Kerala,35125000
17,Ladakh,21540,21076,214,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,382780,211855,170925,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,195,484,679,12,29,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,10394,10319,51,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,104589,55398,49191,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,1,97,98,0,4,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,6634980,6482493,140962,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,113114059,73732054,39382005,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,477644,625650,1103294,536,853,21,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Maharashtra,122153000
20,Manipur,125169,122539,1975,2021-11-30,TT,34587822,468980,34018299,2021-11-30 10:20:10.025558,641303848,2021-11-29 00:00:00,1012523,1232700453,787789011,444911442,2150955,1280981,869974,https://www.icmr.gov.in/,6990,190,10116,5680822,2588672,8269494,1940,5878,7818,17,43,4,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340164.857142857,16386.14285714286,0,0,0,,,1332900000,Manipur,3103000
