,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-11-30,NL,13,0,20,676,1153,1868,0,67,54.0,0.0,47.0,3060.0,10098.0,12667.0,0.0,Dimapur,9,0,2,,605,1132,0,35,38.0,0.0,21.0,,2019.0,5084.0,0,379769,,,712 cases were recorded as Non Covid Deaths with Covid19 Positivity,14865,415,14341,,277384,201284,0,712,2022-01-22T01:52:31.276774+05:30,2150000,,,1080 cases were recorded as Non Covid Deaths with Covid19 Positivity,32122,680,31293,410775,739104,548776,0,1080,4.0,4.0
1,1,1,1,2021-11-30,NL,13,0,20,676,1153,1868,0,67,54.0,0.0,47.0,3060.0,10098.0,12667.0,0.0,Kiphire,0,0,1,,18,11,0,0,5.0,0.0,2.0,,1329.0,374.0,0,74033,,,1 cases were recorded as Non Covid Deaths with Covid19 Positivity,267,9,254,,17704,9989,0,1,2022-01-22T01:52:31.276774+05:30,2150000,,,1080 cases were recorded as Non Covid Deaths with Covid19 Positivity,32122,680,31293,410775,739104,548776,0,1080,4.0,0.0
2,2,2,2,2021-11-30,NL,13,0,20,676,1153,1868,0,67,54.0,0.0,47.0,3060.0,10098.0,12667.0,0.0,Kohima,0,0,2,,60,148,0,8,2.0,0.0,5.0,,593.0,1229.0,0,270063,,,205 cases were recorded as Non Covid Deaths with Covid19 Positivity,9490,125,9354,,107877,89901,0,205,2022-01-22T01:52:31.276774+05:30,2150000,,,1080 cases were recorded as Non Covid Deaths with Covid19 Positivity,32122,680,31293,410775,739104,548776,0,1080,4.0,0.0
3,3,3,3,2021-11-30,NL,13,0,20,676,1153,1868,0,67,54.0,0.0,47.0,3060.0,10098.0,12667.0,0.0,Longleng,0,0,0,,3,10,0,0,0.0,0.0,0.0,,464.0,314.0,0,50593,,,20 cases were recorded as Non Covid Deaths with Covid19 Positivity,307,0,305,,21447,16296,0,20,2022-01-22T01:52:31.276774+05:30,2150000,,,1080 cases were recorded as Non Covid Deaths with Covid19 Positivity,32122,680,31293,410775,739104,548776,0,1080,4.0,0.0
4,4,4,4,2021-11-30,NL,13,0,20,676,1153,1868,0,67,54.0,0.0,47.0,3060.0,10098.0,12667.0,0.0,Mokokchung,4,0,15,,24,36,0,21,8.0,0.0,17.0,,255.0,690.0,0,193171,,,69 cases were recorded as Non Covid Deaths with Covid19 Positivity,2376,55,2307,,70337,59409,0,69,2022-01-22T01:52:31.276774+05:30,2150000,,,1080 cases were recorded as Non Covid Deaths with Covid19 Positivity,32122,680,31293,410775,739104,548776,0,1080,4.0,0.0
5,5,5,5,2021-11-30,NL,13,0,20,676,1153,1868,0,67,54.0,0.0,47.0,3060.0,10098.0,12667.0,0.0,Mon,0,0,0,,55,85,0,0,0.0,0.0,0.0,,531.0,1062.0,0,259604,,,19 cases were recorded as Non Covid Deaths with Covid19 Positivity,1159,12,1145,,71338,52639,0,19,2022-01-22T01:52:31.276774+05:30,2150000,,,1080 cases were recorded as Non Covid Deaths with Covid19 Positivity,32122,680,31293,410775,739104,548776,0,1080,4.0,0.0
6,6,6,6,2021-11-30,NL,13,0,20,676,1153,1868,0,67,54.0,0.0,47.0,3060.0,10098.0,12667.0,0.0,Peren,0,0,0,,37,29,0,0,0.0,0.0,0.0,,628.0,452.0,0,163294,,,15 cases were recorded as Non Covid Deaths with Covid19 Positivity,922,6,916,,21452,14488,0,15,2022-01-22T01:52:31.276774+05:30,2150000,,,1080 cases were recorded as Non Covid Deaths with Covid19 Positivity,32122,680,31293,410775,739104,548776,0,1080,4.0,0.0
7,7,7,7,2021-11-30,NL,13,0,20,676,1153,1868,0,67,54.0,0.0,47.0,3060.0,10098.0,12667.0,0.0,Phek,0,0,0,,66,32,0,0,0.0,0.0,0.0,,1774.0,1011.0,0,163294,,,9 cases were recorded as Non Covid Deaths with Covid19 Positivity,604,18,586,,34389,23847,0,9,2022-01-22T01:52:31.276774+05:30,2150000,,,1080 cases were recorded as Non Covid Deaths with Covid19 Positivity,32122,680,31293,410775,739104,548776,0,1080,4.0,0.0
8,8,8,8,2021-11-30,NL,13,0,20,676,1153,1868,0,67,54.0,0.0,47.0,3060.0,10098.0,12667.0,0.0,Tuensang,0,0,0,,51,94,0,2,0.0,0.0,0.0,,1224.0,952.0,0,414801,,,3 cases were recorded as Non Covid Deaths with Covid19 Positivity,1100,13,1088,,40740,29517,0,3,2022-01-22T01:52:31.276774+05:30,2150000,,,1080 cases were recorded as Non Covid Deaths with Covid19 Positivity,32122,680,31293,410775,739104,548776,0,1080,4.0,0.0
9,9,9,9,2021-11-30,NL,13,0,20,676,1153,1868,0,67,54.0,0.0,47.0,3060.0,10098.0,12667.0,0.0,Wokha,0,0,0,,60,63,0,0,1.0,0.0,1.0,,417.0,584.0,0,166239,,,16 cases were recorded as Non Covid Deaths with Covid19 Positivity,407,11,391,,35864,25339,0,16,2022-01-22T01:52:31.276774+05:30,2150000,,,1080 cases were recorded as Non Covid Deaths with Covid19 Positivity,32122,680,31293,410775,739104,548776,0,1080,4.0,0.0
10,10,10,10,2021-11-30,NL,13,0,20,676,1153,1868,0,67,54.0,0.0,47.0,3060.0,10098.0,12667.0,0.0,Zunheboto,0,0,0,,174,228,0,1,0.0,0.0,1.0,,864.0,915.0,0,141014,,,11 cases were recorded as Non Covid Deaths with Covid19 Positivity,625,16,606,,40572,26067,0,11,2022-01-22T01:52:31.276774+05:30,2150000,,,1080 cases were recorded as Non Covid Deaths with Covid19 Positivity,32122,680,31293,410775,739104,548776,0,1080,4.0,0.0
