"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2046","17","1","0"
"East Jaintia Hills","0","2","0","2613","37","5","0"
"East Khasi Hills","1","0","0","47051","1074","14","5"
"Eastern West Khasi Hills","0","0","0","140","8","0","0"
"North Garo Hills","1","0","0","1880","9","2","0"
"Ri-Bhoi","0","1","0","10301","97","6","1"
"South Garo Hills","0","0","0","1343","13","3","1"
"South West Garo Hills","0","0","0","2090","20","1","0"
"South West Khasi Hills","0","0","0","2697","20","3","0"
"West Garo Hills","3","1","0","10718","80","11","1"
"West Jaintia Hills","1","2","0","7183","139","8","0"
"West Khasi Hills","0","0","0","5646","76","6","0"
"Total","6","6","0","93708","1590","60","8"
