"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","3","0","2027","16","6","0"
"East Jaintia Hills","3","2","0","2589","34","13","1"
"East Khasi Hills","10","46","2","46962","1068","107","0"
"Eastern West Khasi Hills","3","2","0","137","6","12","37"
"North Garo Hills","5","2","0","1850","9","16","0"
"Ri-Bhoi","4","2","0","10256","96","28","0"
"South Garo Hills","0","2","0","1332","12","3","0"
"South West Garo Hills","5","4","0","2078","20","15","0"
"South West Khasi Hills","1","3","0","2679","19","5","1"
"West Garo Hills","6","18","0","10668","79","42","0"
"West Jaintia Hills","4","3","0","7142","139","37","2"
"West Khasi Hills","1","5","0","5626","75","7","1"
"Total","42","92","2","93346","1573","291","42"
