"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19882","19592","23","267"
"2","Chengalpattu","235035","231813","566","2656"
"3","Chennai","749946","739512","1372","9062"
"4","Coimbatore","329513","326139","760","2614"
"5","Cuddalore","74198","73187","118","893"
"6","Dharmapuri","36164","35823","58","283"
"7","Dindigul","37455","36767","23","665"
"8","Erode","132597","131524","339","734"
"9","Kallakurichi","36511","36275","21","215"
"10","Kancheepuram","94294","92808","184","1302"
"11","Kanyakumari","86147","84899","163","1085"
"12","Karur","29742","29313","57","372"
"13","Krishnagiri","59590","59103","117","370"
"14","Madurai","91004","89708","60","1236"
"15","Mayiladuthurai","26494","26148","17","329"
"16","Nagapattinam","25429","25007","47","375"
"17","Namakkal","67967","67299","135","533"
"18","Nilgiris","41987","41568","193","226"
"19","Perambalur","14455","14194","12","249"
"20","Pudukottai","34449","33985","38","426"
"21","Ramanathapuram","24657","24265","24","368"
"22","Ranipet","53899","53078","34","787"
"23","Salem","127285","125346","177","1762"
"24","Sivagangai","23785","23508","58","219"
"25","Tenkasi","32733","32226","17","490"
"26","Thanjavur","92078","90932","108","1038"
"27","Theni","50587","50039","16","532"
"28","Thirupathur","35719","35078","8","633"
"29","Thiruvallur","147327","145172","217","1938"
"30","Thiruvannamalai","66774","66026","64","684"
"31","Thiruvarur","47995","47456","67","472"
"32","Thoothukudi","64928","64419","62","447"
"33","Tirunelveli","62724","62235","44","445"
"34","Tiruppur","129824","128579","193","1052"
"35","Trichy","94867","93548","159","1160"
"36","Vellore","57194","55943","88","1163"
"37","Villupuram","54569","54144","59","366"
"38","Virudhunagar","56794","56198","42","554"
"39","Airport Surveillance 
(International)","1243","1237","5","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,49,373","34,05,624","5,745","38,004"
