"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235317","232550","109","2658"
"3","Chennai","750731","741275","388","9068"
"4","Coimbatore","329851","327092","142","2617"
"5","Cuddalore","74237","73329","15","893"
"6","Dharmapuri","36183","35891","9","283"
"7","Dindigul","37472","36799","8","665"
"8","Erode","132660","131897","29","734"
"9","Kallakurichi","36518","36299","4","215"
"10","Kancheepuram","94359","93018","39","1302"
"11","Kanyakumari","86200","85092","23","1085"
"12","Karur","29752","29375","5","372"
"13","Krishnagiri","59620","59237","13","370"
"14","Madurai","91027","89777","14","1236"
"15","Mayiladuthurai","26496","26166","0","330"
"16","Nagapattinam","25437","25058","4","375"
"17","Namakkal","67993","67452","7","534"
"18","Nilgiris","42100","41827","47","226"
"19","Perambalur","14461","14208","4","249"
"20","Pudukottai","34461","34030","5","426"
"21","Ramanathapuram","24668","24293","7","368"
"22","Ranipet","53912","53122","3","787"
"23","Salem","127353","125570","21","1762"
"24","Sivagangai","23814","23583","12","219"
"25","Tenkasi","32743","32245","8","490"
"26","Thanjavur","92117","91058","20","1039"
"27","Theni","50597","50057","7","533"
"28","Thirupathur","35729","35092","4","633"
"29","Thiruvallur","147418","145443","36","1939"
"30","Thiruvannamalai","66801","66100","16","685"
"31","Thiruvarur","48008","47529","7","472"
"32","Thoothukudi","64944","64489","7","448"
"33","Tirunelveli","62759","62294","20","445"
"34","Tiruppur","129911","128818","41","1052"
"35","Trichy","94929","93738","30","1161"
"36","Vellore","57269","56065","41","1163"
"37","Villupuram","54580","54209","5","366"
"38","Virudhunagar","56822","56249","19","554"
"39","Airport Surveillance 
(International)","1246","1241","4","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,51,910","34,12,714","1,173","38,023"
