"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","3","3","0","2022","16","16","0"
"East Jaintia Hills","3","3","0","2577","33","16","0"
"East Khasi Hills","24","52","0","46886","1063","201","62"
"Eastern West Khasi Hills","1","2","0","129","6","20","0"
"North Garo Hills","1","3","0","1836","9","22","0"
"Ri-Bhoi","1","13","0","10237","96","70","1"
"South Garo Hills","3","2","0","1330","12","8","1"
"South West Garo Hills","4","5","0","2066","19","15","2"
"South West Khasi Hills","1","2","0","2672","19","10","0"
"West Garo Hills","11","16","0","10631","78","93","6"
"West Jaintia Hills","7","16","0","7123","139","61","3"
"West Khasi Hills","1","2","0","5622","75","18","0"
"Total","60","119","0","93131","1565","550","75"
