"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","1100","564","234379","1","12238","246617","1478"
"Bageshwar","237","507","208257","1","5767","214024","352"
"Chamoli","414","532","287901","0","12250","300151","528"
"Champawat","1347","1181","248060","0","7616","255676","1597"
"Dehradun","2209","2087","1897302","8","112650","2009952","700"
"Haridwar","4805","4352","2144993","1","51571","2196564","1177"
"Nainital","1749","1886","556008","4","39337","595345","306"
"Pauri Garhwal","1063","830","396249","0","17734","413983","1064"
"Pithoragarh","814","824","220752","2","10277","231029","802"
"Rudraprayag","464","414","194988","0","8805","203793","1174"
"Tehri Garhwal","434","381","299936","0","15840","315776","1005"
"US Nagar","3299","3742","923557","3","37906","961463","847"
"Uttarkashi","370","41","337892","0","12562","350454","980"
"Total","18305","17341","7950274","20","344553","8294827","12010"
