,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10766,10637,129,2023-08-23,TT,44996732,531926,44463331,2024-01-02 23:48:39.567783,934478071,2023-08-22 00:00:00,38531,2206736273,1027416545,951983640,227336088,991264,347616,353285,290363,https://www.icmr.gov.in/,56,0,51,608,283,103,994,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2340676,2325943,14733,2023-08-23,TT,44996732,531926,44463331,2024-01-02 23:48:39.567783,934478071,2023-08-22 00:00:00,38531,2206736273,1027416545,951983640,227336088,110957429,44704414,47578801,18674214,https://www.icmr.gov.in/,56,0,51,608,283,103,994,1,0,0,1,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,67049,66753,296,2023-08-23,TT,44996732,531926,44463331,2024-01-02 23:48:39.567783,934478071,2023-08-22 00:00:00,38531,2206736273,1027416545,951983640,227336088,1924584,961348,821819,141417,https://www.icmr.gov.in/,56,0,51,608,283,103,994,0,0,0,0,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746150,738115,8035,2023-08-23,TT,44996732,531926,44463331,2024-01-02 23:48:39.567783,934478071,2023-08-22 00:00:00,38531,2206736273,1027416545,951983640,227336088,50335778,24813013,22150254,3372511,https://www.icmr.gov.in/,56,0,51,608,283,103,994,0,0,0,0,0,0,0,,,1332900000,Assam,34293000
4,Bihar,855266,842948,12314,2023-08-23,TT,44996732,531926,44463331,2024-01-02 23:48:39.567783,934478071,2023-08-22 00:00:00,38531,2206736273,1027416545,951983640,227336088,157292508,73485827,67912530,15894151,https://www.icmr.gov.in/,56,0,51,608,283,103,994,77,81,57,215,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,100693,99508,1185,2023-08-23,TT,44996732,531926,44463331,2024-01-02 23:48:39.567783,934478071,2023-08-22 00:00:00,38531,2206736273,1027416545,951983640,227336088,2291777,1185890,991150,114737,https://www.icmr.gov.in/,56,0,51,608,283,103,994,7,4,2,13,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1187694,1173504,14190,2023-08-23,TT,44996732,531926,44463331,2024-01-02 23:48:39.567783,934478071,2023-08-22 00:00:00,38531,2206736273,1027416545,951983640,227336088,49167939,21267795,20343760,7556384,https://www.icmr.gov.in/,56,0,51,608,283,103,994,0,0,0,0,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,2023-08-23,TT,44996732,531926,44463331,2024-01-02 23:48:39.567783,934478071,2023-08-22 00:00:00,38531,2206736273,1027416545,951983640,227336088,1580060,782353,636962,160745,https://www.icmr.gov.in/,56,0,51,608,283,103,994,0,0,0,0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2040861,2014186,26666,2023-08-23,TT,44996732,531926,44463331,2024-01-02 23:48:39.567783,934478071,2023-08-22 00:00:00,38531,2206736273,1027416545,951983640,227336088,37409264,18297819,15717496,3393949,https://www.icmr.gov.in/,56,0,51,608,283,103,994,3,1,4,8,2,4,0,,,1332900000,Delhi,19814000
9,Goa,263338,259320,4014,2023-08-23,TT,44996732,531926,44463331,2024-01-02 23:48:39.567783,934478071,2023-08-22 00:00:00,38531,2206736273,1027416545,951983640,227336088,2874477,1440045,1295735,138697,https://www.icmr.gov.in/,56,0,51,608,283,103,994,0,0,0,0,0,0,0,,,1332900000,Goa,1540000
