"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","26","40895","14","40464","63","0","368","0"
"","2","Ballari","31","116020","21","114034","217","1","1767","2"
"","3","Belagavi","27","100687","21","99462","218","0","1005","2"
"","4","Bengaluru Rural","30","79721","24","78667","147","0","907","0"
"","5","Bengaluru urban","1584","1839918","1415","1814478","8464","1","16975","1"
"","6","Bidar","5","29966","9","29487","55","0","420","4"
"","7","Chamarajanagara","18","43760","11","43153","72","0","524","11"
"","8","Chikkaballapura","7","55748","15","55245","41","0","461","1"
"","9","Chikkamagaluru","4","57372","8","56949","16","0","407","0"
"","10","Chitradurga","1","46427","2","46178","10","0","239","0"
"","11","Dakshina 
Kannada","14","136279","20","134358","67","0","1844","10"
"","12","Davanagere","14","57660","4","56986","50","0","624","0"
"","13","Dharwada","78","84955","53","83365","196","0","1387","7"
"","14","Gadag","1","30621","1","30269","15","0","337","0"
"","15","Hassana","33","144283","35","142796","178","0","1307","2"
"","16","Haveri","3","26926","12","26226","30","0","670","0"
"","17","Kalaburagi","36","76980","32","75899","197","0","884","0"
"","18","Kodagu","14","49511","21","48992","166","0","352","1"
"","19","Kolara","23","63388","23","62669","54","0","665","0"
"","20","Koppala","5","41350","6","40786","25","0","539","0"
"","21  Mandya","","14","101747","27","100942","94","0","711","0"
"","22  Mysuru","","71","230632","39","227793","279","0","2560","0"
"","23","Raichuru","27","45603","6","45148","89","0","366","0"
"","24","Ramanagara","3","29875","1","29513","15","0","347","0"
"","25","Shivamogga","16","83552","6","82329","92","0","1130","1"
"","26","Tumakuru","23","160221","14","158835","167","0","1219","0"
"","27","Udupi","12","95904","2","95299","58","0","547","0"
"","28","Uttara Kannada","9","71424","3","70539","75","0","810","0"
"","29","Vijayapura","6","41083","0","40531","31","0","521","0"
"","30","Yadagiri","1","29978","0","29762","4","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","2136","4012522","1845","3961187","11185","2","40108","42"
"*
  
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 03-08-2022 
Page 5 of 10","","","","","","","","","",""
