"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4813","4357","31","4","421"
"Bageshwar","2153","2045","6","0","102"
"Chamoli","3328","3183","19","3","123"
"Champawat","1975","1946","2","2","25"
"Dehradun","38103","37020","447","200","436"
"Haridwar","13945","13613","61","29","242"
"Nainital","12776","12407","283","31","55"
"Pauri Garhwal","5554","4465","59","20","1010"
"Pithoragarh","2667","2487","23","4","153"
"Rudraprayag","2968","2806","23","2","137"
"Tehri Garhwal","2589","2128","7","7","447"
"U.S. Nagar","9223","8859","34","6","324"
"Uttarkashi","1880","1677","11","6","186"
"Total","101974","96993","1006","314","3661"
