,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7704,7572,129,2021-12-22,TT,34758481,478325,34201966,2021-12-22 12:24:39.742250,667356171,2021-12-21 00:00:00,1229512,1389887816,831534027,558353789,588095,298965,289130,https://www.icmr.gov.in/,6317,318,6906,4774378,1491917,6266295,86,805,891,2,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.4285714286,1340168.5714285714,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2075974,2060061,14481,2021-12-22,TT,34758481,478325,34201966,2021-12-22 12:24:39.742250,667356171,2021-12-21 00:00:00,1229512,1389887816,831534027,558353789,66485864,38763658,27722206,https://www.icmr.gov.in/,6317,318,6906,4774378,1491917,6266295,105814,142210,248024,95,179,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.4285714286,1340168.5714285714,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55323,55022,280,2021-12-22,TT,34758481,478325,34201966,2021-12-22 12:24:39.742250,667356171,2021-12-21 00:00:00,1229512,1389887816,831534027,558353789,1445639,803064,642575,https://www.icmr.gov.in/,6317,318,6906,4774378,1491917,6266295,262,1322,1584,1,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.4285714286,1340168.5714285714,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,619700,611268,6150,2021-12-22,TT,34758481,478325,34201966,2021-12-22 12:24:39.742250,667356171,2021-12-21 00:00:00,1229512,1389887816,831534027,558353789,36436622,21673637,14762985,https://www.icmr.gov.in/,6317,318,6906,4774378,1491917,6266295,9377,158971,168348,114,133,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.4285714286,1340168.5714285714,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726379,714207,12094,2021-12-22,TT,34758481,478325,34201966,2021-12-22 12:24:39.742250,667356171,2021-12-21 00:00:00,1229512,1389887816,831534027,558353789,94222258,56782607,37439651,https://www.icmr.gov.in/,6317,318,6906,4774378,1491917,6266295,76082,319309,395391,3,9,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.4285714286,1340168.5714285714,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65726,64544,1078,2021-12-22,TT,34758481,478325,34201966,2021-12-22 12:24:39.742250,667356171,2021-12-21 00:00:00,1229512,1389887816,831534027,558353789,1658172,960151,698021,https://www.icmr.gov.in/,6317,318,6906,4774378,1491917,6266295,720,2540,3260,9,5,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.4285714286,1340168.5714285714,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1007446,993547,13595,2021-12-22,TT,34758481,478325,34201966,2021-12-22 12:24:39.742250,667356171,2021-12-21 00:00:00,1229512,1389887816,831534027,558353789,28903328,17464187,11439141,https://www.icmr.gov.in/,6317,318,6906,4774378,1491917,6266295,26980,111851,138831,34,34,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.4285714286,1340168.5714285714,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10691,10682,4,2021-12-22,TT,34758481,478325,34201966,2021-12-22 12:24:39.742250,667356171,2021-12-21 00:00:00,1229512,1389887816,831534027,558353789,1188606,692405,496201,https://www.icmr.gov.in/,6317,318,6906,4774378,1491917,6266295,810,2281,3091,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.4285714286,1340168.5714285714,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1442390,1416731,25102,2021-12-22,TT,34758481,478325,34201966,2021-12-22 12:24:39.742250,667356171,2021-12-21 00:00:00,1229512,1389887816,831534027,558353789,25112355,14754577,10357778,https://www.icmr.gov.in/,6317,318,6906,4774378,1491917,6266295,37296,80192,117488,102,75,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.4285714286,1340168.5714285714,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,179801,175898,3515,2021-12-22,TT,34758481,478325,34201966,2021-12-22 12:24:39.742250,667356171,2021-12-21 00:00:00,1229512,1389887816,831534027,558353789,2383216,1297298,1085918,https://www.icmr.gov.in/,6317,318,6906,4774378,1491917,6266295,538,2509,3047,32,10,30,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.4285714286,1340168.5714285714,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
