,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
743,11-04-2022,KL,Kasaragod,,,,166526,1372,162902,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
742,11-04-2022,KL,Kannur,,,,348775,4378,344826,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
693,11-04-2022,KL,Wayanad,,,,168235,958,166189,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
721,11-04-2022,KL,Kozhikode,,,,672376,6235,669130,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
728,11-04-2022,KL,Malappuram,,,,646860,6125,642680,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
714,11-04-2022,KL,Palakkad,,,,449588,5670,440854,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
711,11-04-2022,KL,Thrissur,,,,669078,7360,664082,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
710,11-04-2022,KL,Ernakulam,,,,884472,7986,871105,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
695,11-04-2022,KL,Idukki,,,,208882,1467,205902,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
701,11-04-2022,KL,Kottayam,,,,448242,4441,444647,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
700,11-04-2022,KL,Alappuzha,,,,390107,5186,387364,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
709,11-04-2022,KL,Pathanamthitta,,,,266709,2477,261217,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
712,11-04-2022,KL,Kollam,,,,510594,6389,506377,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
708,11-04-2022,KL,Thiruvananthapuram,,,,705679,8340,697500,,2022-05-09T11:13:22.390832+05:30,,,,6536123,68384,6464775,,0,0
