"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20200","19921","12","267"
"2","Chengalpattu","251118","248144","316","2658"
"3","Chennai","787035","775711","2255","9069"
"4","Coimbatore","338505","335364","523","2618"
"5","Cuddalore","75544","74543","106","895"
"6","Dharmapuri","36726","36401","42","283"
"7","Dindigul","38656","37947","44","665"
"8","Erode","135488","134442","312","734"
"9","Kallakurichi","36906","36685","6","215"
"10","Kancheepuram","97709","96376","31","1302"
"11","Kanyakumari","89111","87871","155","1085"
"12","Karur","30148","29753","23","372"
"13","Krishnagiri","61592","61004","217","371"
"14","Madurai","92858","91553","69","1236"
"15","Mayiladuthurai","27224","26821","73","330"
"16","Nagapattinam","25887","25496","16","375"
"17","Namakkal","69427","68802","91","534"
"18","Nilgiris","42716","42470","20","226"
"19","Perambalur","14885","14605","31","249"
"20","Pudukottai","35138","34694","18","426"
"21","Ramanathapuram","24972","24593","11","368"
"22","Ranipet","55965","55151","27","787"
"23","Salem","130743","128718","263","1762"
"24","Sivagangai","24946","24674","53","219"
"25","Tenkasi","33800","33293","17","490"
"26","Thanjavur","93363","92267","55","1041"
"27","Theni","51766","51211","22","533"
"28","Thirupathur","35995","35333","29","633"
"29","Thiruvallur","152761","150775","46","1940"
"30","Thiruvannamalai","68098","67399","14","685"
"31","Thiruvarur","48892","48387","32","473"
"32","Thoothukudi","67007","66534","25","448"
"33","Tirunelveli","65612","65100","67","445"
"34","Tiruppur","131528","130358","118","1052"
"35","Trichy","97646","96389","96","1161"
"36","Vellore","57968","56749","56","1163"
"37","Villupuram","56053","55629","57","367"
"38","Virudhunagar","59134","58527","52","555"
"39","Airport Surveillance 
(International)","1388","1384","3","1"
"40","Airport Surveillance 
(Domestic)","1163","1158","4","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,66,101","35,22,660","5,407","38,034"
