,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-27,TN,740,11,765,101030,132224,179157,5795,5216.0,93.0,5568.0,710886.0,1627196.0,2556088.0,Ariyalur,0,0,1,,5539,4293,23,7.0,2.0,18.0,,41573.0,43049.0,752481,,,,16918,264,16635,,551310,250549,2021-11-27T23:56:07.519826+05:30,75695000,,,,2724731,36454,2679895,53968345,44747363,23724658,0,0,0,0,0
1,1,1,1,1,1,2021-11-27,TN,740,11,765,101030,132224,179157,5795,5216.0,93.0,5568.0,710886.0,1627196.0,2556088.0,Chengalpattu,54,0,62,,1279,4075,480,418.0,4.0,479.0,,29681.0,64365.0,2556244,,,,173610,2533,170428,,1396501,741634,2021-11-27T23:56:07.519826+05:30,75695000,,,,2724731,36454,2679895,53968345,44747363,23724658,0,0,0,0,0
2,2,2,2,2,2,2021-11-27,TN,740,11,765,101030,132224,179157,5795,5216.0,93.0,5568.0,710886.0,1627196.0,2556088.0,Chennai,107,1,108,,2210,6594,861,740.0,16.0,814.0,,70467.0,174698.0,7100000,,,,557724,8604,547913,,5042459,3215369,2021-11-27T23:56:07.519826+05:30,75695000,,,,2724731,36454,2679895,53968345,44747363,23724658,0,0,0,0,0
3,3,3,3,3,3,2021-11-27,TN,740,11,765,101030,132224,179157,5795,5216.0,93.0,5568.0,710886.0,1627196.0,2556088.0,Coimbatore,112,0,115,,1229,7313,746,834.0,16.0,771.0,,24084.0,130155.0,3472578,,,,249854,2461,246142,,2769723,1494359,2021-11-27T23:56:07.519826+05:30,75695000,,,,2724731,36454,2679895,53968345,44747363,23724658,0,0,0,0,0
4,4,4,4,4,4,2021-11-27,TN,740,11,765,101030,132224,179157,5795,5216.0,93.0,5568.0,710886.0,1627196.0,2556088.0,Cuddalore,5,0,11,,8002,6744,92,39.0,1.0,83.0,,102142.0,148285.0,2600880,,,,64379,872,63421,,1825617,1034236,2021-11-27T23:56:07.519826+05:30,75695000,,,,2724731,36454,2679895,53968345,44747363,23724658,0,0,0,0,0
5,5,5,5,5,5,2021-11-27,TN,740,11,765,101030,132224,179157,5795,5216.0,93.0,5568.0,710886.0,1627196.0,2556088.0,Dharmapuri,7,0,14,,621,2302,104,63.0,0.0,90.0,,13173.0,39022.0,1502900,,,,28774,278,28376,,802311,377588,2021-11-27T23:56:07.519826+05:30,75695000,,,,2724731,36454,2679895,53968345,44747363,23724658,0,0,0,0,0
6,6,6,6,6,6,2021-11-27,TN,740,11,765,101030,132224,179157,5795,5216.0,93.0,5568.0,710886.0,1627196.0,2556088.0,Dindigul,2,0,6,,7112,6797,27,27.0,0.0,28.0,,86957.0,105967.0,2161367,,,,33218,650,32513,,1394225,740265,2021-11-27T23:56:07.519826+05:30,75695000,,,,2724731,36454,2679895,53968345,44747363,23724658,0,0,0,0,0
7,7,7,7,7,7,2021-11-27,TN,740,11,765,101030,132224,179157,5795,5216.0,93.0,5568.0,710886.0,1627196.0,2556088.0,Erode,58,0,71,,3498,12964,459,500.0,2.0,467.0,,23848.0,82143.0,2259608,,,,106120,696,104595,,1422371,755920,2021-11-27T23:56:07.519826+05:30,75695000,,,,2724731,36454,2679895,53968345,44747363,23724658,0,0,0,0,0
8,8,8,8,8,8,2021-11-27,TN,740,11,765,101030,132224,179157,5795,5216.0,93.0,5568.0,710886.0,1627196.0,2556088.0,Kallakurichi,3,0,7,,3980,5334,61,19.0,0.0,56.0,,44061.0,66685.0,1370281,,,,31550,210,31287,,798745,473916,2021-11-27T23:56:07.519826+05:30,75695000,,,,2724731,36454,2679895,53968345,44747363,23724658,0,0,0,0,0
9,9,9,9,9,9,2021-11-27,TN,740,11,765,101030,132224,179157,5795,5216.0,93.0,5568.0,710886.0,1627196.0,2556088.0,Kancheepuram,20,0,21,,519,1900,140,126.0,1.0,168.0,,13405.0,29066.0,1166401,,,,75539,1263,74079,,699212,320479,2021-11-27T23:56:07.519826+05:30,75695000,,,,2724731,36454,2679895,53968345,44747363,23724658,0,0,0,0,0
