,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10751,10622,129,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,991263,347616,353284,290363,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2339088,2324353,14733,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,110956073,44703921,47578487,18673665,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,6,2,5,13,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66891,66595,296,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,1924518,961347,821814,141357,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,0,0,0,0,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746100,738065,8035,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,50326925,24812663,22144595,3369667,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,16,214,131,361,0,0,0,,,1332900000,Assam,34293000
4,Bihar,851421,839116,12303,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,157258414,73480035,67901032,15877347,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,109,116,259,484,1,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,99364,98180,1182,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,2286584,1185433,987304,113847,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,5,96,14,115,0,0,1,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177784,1163636,14146,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,49167372,21267612,20343618,7556142,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,0,0,0,0,2,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,1579624,782321,636924,160379,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,0,0,5,5,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2007465,1980925,26522,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,37399794,18295469,15714901,3389424,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,32,47,136,215,5,3,0,,,1332900000,Delhi,19814000
9,Goa,259140,255118,4013,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,2874249,1440016,1295696,138537,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,0,0,0,0,2,0,0,,,1332900000,Goa,1540000
10,Gujarat,1277677,1266621,11046,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,128077248,54395755,54028511,19652982,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,96,72,520,688,2,0,0,,,1332900000,Gujarat,67936000
11,Haryana,1056711,1045961,10714,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,45507388,23677611,19837203,1992574,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,48,110,247,405,1,1,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,312723,308502,4213,2023-02-22,TT,44685257,530762,44152560,2023-02-22 12:00:03.275646,918101478,2023-02-21 00:00:00,114486,2206326334,1027369056,951868516,227088762,15321739,6646397,6327211,2348131,https://www.icmr.gov.in/,125,1,110,2819,2030,837,5686,2,26,144,172,1,1,0,,,1332900000,Himachal Pradesh,7300000
