,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7975,7659,129,2022-01-09,TT,35528004,483790,34453603,2022-01-09 12:33:08.457965,690034525,2022-01-08 00:00:00,1563566,1516070455,885326820,630743635,611401,315178,296223,https://www.icmr.gov.in/,159632,327,40863,4354117,5209109,9563226,1470,510,1980,86,31,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363486.142857143,1340181.0,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2080602,2062440,14503,2022-01-09,TT,35528004,483790,34453603,2022-01-09 12:33:08.457965,690034525,2022-01-08 00:00:00,1563566,1516070455,885326820,630743635,73191055,42032859,31158196,https://www.icmr.gov.in/,159632,327,40863,4354117,5209109,9563226,152522,432973,585495,839,150,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363486.142857143,1340181.0,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55521,55053,282,2022-01-09,TT,35528004,483790,34453603,2022-01-09 12:33:08.457965,690034525,2022-01-08 00:00:00,1563566,1516070455,885326820,630743635,1483344,826902,656442,https://www.icmr.gov.in/,159632,327,40863,4354117,5209109,9563226,2793,852,3645,59,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363486.142857143,1340181.0,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,625753,613678,6180,2022-01-09,TT,35528004,483790,34453603,2022-01-09 12:33:08.457965,690034525,2022-01-08 00:00:00,1563566,1516070455,885326820,630743635,38946052,22609990,16336062,https://www.icmr.gov.in/,159632,327,40863,4354117,5209109,9563226,138185,85612,223797,1254,305,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363486.142857143,1340181.0,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,740378,715966,12100,2022-01-09,TT,35528004,483790,34453603,2022-01-09 12:33:08.457965,690034525,2022-01-08 00:00:00,1563566,1516070455,885326820,630743635,103741560,60230336,43511224,https://www.icmr.gov.in/,159632,327,40863,4354117,5209109,9563226,404555,196726,601281,4526,704,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363486.142857143,1340181.0,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,67755,64881,1080,2022-01-09,TT,35528004,483790,34453603,2022-01-09 12:33:08.457965,690034525,2022-01-08 00:00:00,1563566,1516070455,885326820,630743635,1852447,1049258,803189,https://www.icmr.gov.in/,159632,327,40863,4354117,5209109,9563226,8789,5984,14773,541,70,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363486.142857143,1340181.0,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1020811,994132,13613,2022-01-09,TT,35528004,483790,34453603,2022-01-09 12:33:08.457965,690034525,2022-01-08 00:00:00,1563566,1516070455,885326820,630743635,31389267,18753026,12636241,https://www.icmr.gov.in/,159632,327,40863,4354117,5209109,9563226,82616,57893,140509,3455,69,4,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363486.142857143,1340181.0,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10771,10689,4,2022-01-09,TT,35528004,483790,34453603,2022-01-09 12:33:08.457965,690034525,2022-01-08 00:00:00,1563566,1516070455,885326820,630743635,1275708,733251,542457,https://www.icmr.gov.in/,159632,327,40863,4354117,5209109,9563226,2112,3521,5633,19,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363486.142857143,1340181.0,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1526979,1453658,25143,2022-01-09,TT,35528004,483790,34453603,2022-01-09 12:33:08.457965,690034525,2022-01-08 00:00:00,1563566,1516070455,885326820,630743635,27501491,15886149,11615342,https://www.icmr.gov.in/,159632,327,40863,4354117,5209109,9563226,77848,41564,119412,20181,11869,7,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363486.142857143,1340181.0,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,187987,176907,3531,2022-01-09,TT,35528004,483790,34453603,2022-01-09 12:33:08.457965,690034525,2022-01-08 00:00:00,1563566,1516070455,885326820,630743635,2482119,1358524,1123595,https://www.icmr.gov.in/,159632,327,40863,4354117,5209109,9563226,5711,3080,8791,1789,170,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363486.142857143,1340181.0,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
