Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-01-09,MH,Ahmednagar,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,344814,7166,11,336544,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Akola,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,59217,1428,4,57424,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Amravati,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96591,1598,2,94703,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Aurangabad,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,157048,4264,14,152114,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Beed,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,104323,2843,7,101358,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Bhandara,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60193,1124,10,58872,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Buldhana,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85751,812,6,84825,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Chandrapur,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,89386,1566,4,87483,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Dhule,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46350,656,11,45566,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Gadchiroli,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30634,669,33,29787,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Gondia,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,40775,571,7,40124,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Hingoli,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,18536,508,1,17991,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Jalgaon,,,32 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,140296,2716,32,137238,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Jalna,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60970,1215,1,59638,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
2022-01-09,MH,Kolhapur,,,5 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,207823,5850,5,201387,,2022-01-22 00:35:15.487486,2022-01-22 00:35:15.488449,,3714 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6920044,141639,6572432,3714,70545105
